,company,description,title
177,IBM,"<span class=""summary"" id=""job_summary"">IBM Research - Almaden invites applications for a Scientist/Engineer position in the area of the development of materials for advanced magnetic random access memory (MRAM).
The scientist/engineer will carry out studies for the research and development of novel materials and devices for advanced deeply-scaled spin transfer torque magnetic random access memory (STT-MRAM). The position will involve the deposition of atomically layered magnetic tunnel junction materials by magnetron and ion beam sputtering and other thin film deposition techniques, the characterization of these materials by various structural, magnetic and magneto-transport measurements.
The scientist/engineer should have a demonstrated record of achievement in experimental materials science and physical phenomena. The candidate is expected to be highly creative and capable of developing novel solutions to challenging problems. The candidate must be an outstanding team player who can work in a fast-paced and highly dynamic environment and contribute to several projects in parallel.
Required:
Masterâs degree in experimental Physics, Applied Physics, materials science or electrical engineering.
Advanced knowledge of thin film materials.
Advanced knowledge of magneto-transport characterization of thin film materials.
Advanced knowledge of Heusler compounds.x
The World is Our Laboratory: No matter where discovery takes place, IBM researchers push the boundaries of science, technology and business to make the world work better. IBM Research is a global community of forward-thinkers working towards a common goal: progress.
Thin film deposition - 2 years
Magneto-transport characterization of thin film materials - 2 years
Knowledge of Heusler compounds - 2 years
Nanodevice fabrication - 1 year
Magnetic property characterization - 2 years
Xray structural characterization of thin films - 2 years</span>",MRAM JDA Support Engineer
178,Apeel Sciences,"<span class=""summary"" id=""job_summary"">Company Background
<br><br>
In the United States, over a third of all the food we grow is lost to spoilage and wasted before we can eat it. In the developing world, more than half of all produce is lost to spoilage before it can be consumed. Apeel Sciences creates agricultural solutions inspired by and derived from Nature for growers to protect their crops and increase the shelf life of harvested fresh produce. We are committed to being a technological and environmental trailblazer at the interface between the agricultural, materials science, chemistry, biotechnology, and engineering industries to eliminate food waste and reduce reliance on pesticides. Our mission is to enable widespread, positive impacts through the development of high-performance pre- and post-harvest products and processes that conserve our precious natural resources and safeguard the Earth’s delicate ecological balance.
<br><br>
Company Culture
<br><br>
Apeel is comprised of highly talented, deeply passionate, and strongly tight-knit team members who are stoked by the opportunity to challenge the status quo, are obsessed with solving problems, and truly seek to positively change how we feed the world.
<br><br>
Our people are core and absolutely fundamental to our company’s success and continued growth. Look around and what do you see? Team members who are working tirelessly and selflessly—not to serve themselves—but to help the team as a whole strategically, aggressively, and collectively realize a shared mission and vision. If you are ready for an opportunity to jump in, tackle challenges (and opportunities!) head-on, take ownership, and drive meaningful outcomes in a highly collaborative, communicative, and dynamic environment, we would love to connect with you!
<br><br>
Job Description
<br><br>
About This Division
<br><br>
Formulation Sciences
<br><br>
Organic chemists and synthetic biologists form the core of our Formulation Sciences Team. The Team develops routes and new methodologies to create or reassemble natural building blocks for use in our products. This includes employing enzymes to enable cleaner and more selective chemistries to arrive at our building blocks. The Formulation Team works in close collaboration with the other Divisions at Apeel to enable outcomes and discoveries, which include but are not limited to, the development of chemical transformations that are amenable to fast, efficient, and robust scale-up to enable commercial scale production of our materials.
<br><br>
Senior Formulation Scientist (Catalysis &amp; Method Development)
<br><br>
Apeel Sciences is seeking a motivated, resourceful, and creative candidate with a background in catalysis for the Catalysis &amp; Method Development team of Formulation Sciences. An individual interested in this position will be responsible for conceptualizing, designing, and optimizing new reaction platforms for accessing molecular targets. This includes the functionalization of biomass extracts, as well as new method development to access molecules for which we have not yet perfected our extraction techniques. Senior Formulation Scientists on the Catalysis and Method Development team are encouraged to develop novel catalysts, including heterogeneous, homogeneous, and protein based catalysts, as enabling tools to access novel molecular frameworks. Senior Formulation Scientists are expected to regularly interface with process engineers, extraction scientists, and the protein scientists to cohesively bridge the gap between the teams and aid in advancing processes through the product funnel.
<br><br>
<b>Responsibilities and Outcomes (including but not limited to):</b><br>
<ul>
<li>The design and implementation of individual research programs aimed at advancing the core competencies of the Formulation Sciences team and Apeel Sciences.</li>
<li>Characterization of synthesized substances using standard analytical techniques, including but not limited to: NMR, IR, UV/Vis, MS, GC, and/or LC</li>
<li>Characterization of designed catalysts using standard analytical techniques, including but not limited to: TGA, EPR, SDS-PAGE &amp; other standard biochemical assays, and/or MALDI-TOF.</li>
<li>Management and analysis of research data.</li>
<li>A commitment to workplace safety through the adherence to corporate safety policies.</li>
</ul>
Requirements
<br><br>
<ul>
<li>Ideal candidates for this position will hold a Ph.D. in Chemistry or Chemical Engineering with an emphasis in catalysis or methodology, but a candidate with an MS in chemistry or chemical engineering and work experience will also be strongly considered.</li>
<li>Formal work experience in a catalysis or method development lab, either during the completion of an advanced degree or in an industrial/manufacturing setting is required.</li>
<li>Individuals with strong interpersonal skills and experience working in interdisciplinary teams, particularly those with project and/or people management experience will be given preference.</li>
<li>Candidates who have demonstrated effective written and/or verbal communication of scientific results will be given preference.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>Ph.D in Organic Chemistry or Chemical Engineering with an emphasis in catalysis preferred, MS in Chemistry or chemical engineering with work experience considered.</li>
<li>Experience with relevant analytical techniques</li>
<li>Candidates with a background in areas of biomass conversion, organic methodology, or protein chemistry are preferred. Candidates with background in alternate areas of chemistry and chemical engineering are considered.</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Formulation Scientist (Catalysis & Method Development)
179,Planet Pharma,"<span class=""summary"" id=""job_summary""><p><b>SUMMARY: </b> Job function would entail execution assistance for 2 large projects. Projects will include the replacement of existing liquid handling robotics with Hamilton liquid handling platform. Develop requirements, experiments/DOEs, and help with transfer capabilities from one platform to another. Develop novel capabilities that expand.</p><ul><li>Work experience in the biotech, pharmaceutical or chemical industries is desirable.</li></ul><ul><li>Experience with chemical processes (preferably organic) preferred.</li></ul><ul><li>Experience with Statistical Process Control and DOE techniques is a plus,</li></ul><ul><li>Experience with high volume manufacturing in a high tech, high volume consumables industry is a plus.</li></ul><ul><li>High level computer skills are required.</li></ul><ul><li>Experience with product development processes and project management is a plus.</li></ul><ul><li>Good interdepartmental communication skills and documentation skills are required.</li></ul><ul><li>Demonstrated ability to accomplish goals while working across departments is required.</li></ul><ul><li>Create test plans for equipment and software that have stated use cases, requirements and specifications</li></ul><ul><li>Troubleshoot and resolve mechanical and instrumentation problems.</li></ul><ul><li>Ability to evaluate and test new automation technologies/platforms.</li></ul><ul><li>Advanced proficiency in programming Hamilton robotics is strongly desired (or other liquid handler programming experience)</li></ul><ul><li>Experience integrating Laboratory Information Management Systems (LIMS) with automated systems. Core Informatics LIMS experience a plus</li></ul><ul><li>Experience working as a member of a process/product development team, developing high-reliable solutions according to specifications and timelines.</li></ul><p><b>REQUIREMENTS: </b></p><ul><li>B.S./M.S./ PhD in Chemical, Biochemical, Bio/Biotechnical Engineering or MS/PhD in Materials Science, Biochemistry or Chemistry with at least 2 years of relevant experience in production or research in support/sustaining and process definition, design, scale-up, improvement and validation.</li></ul><p>Job Type: Full-time</p><p>Job Location:</p><ul><li>San Diego, CA 92121</li></ul><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>Laboratory Information Management Systems (LIMS): 5 years</li><li>Statistical Process Control and DOE techniques: 5 years</li><li>product development processes: 5 years</li><li>Hamilton liquid handling platform: 5 years</li></ul></span>",Laboratory Automation Engineer
180,Apeel Sciences,"<span class=""summary"" id=""job_summary"">Company Background
<br><br>
In the United States, over a third of all the food we grow is lost to spoilage and wasted before we can eat it. In the developing world, more than half of all produce is lost to spoilage before it can be consumed. Apeel Sciences creates agricultural solutions inspired by and derived from Nature for growers to protect their crops and increase the shelf life of harvested fresh produce. We are committed to being a technological and environmental trailblazer at the interface between the agricultural, materials science, chemistry, biotechnology, and engineering industries to eliminate food waste and reduce reliance on pesticides. Our mission is to enable widespread, positive impacts through the development of high-performance pre- and post-harvest products and processes that conserve our precious natural resources and safeguard the Earth’s delicate ecological balance.
<br><br>
Company Culture
<br><br>
Apeel is comprised of highly talented, deeply passionate, and strongly tight-knit team members who are excited by the opportunity to challenge the status quo, are obsessed with solving problems, and truly seek to positively change how we feed the world.
<br><br>
Our people are core and absolutely fundamental to our company’s success and continued growth. Look around and what do you see? Team members who are working tirelessly and selflessly—not to serve themselves—but to help the team as a whole strategically, aggressively, and collectively realize a shared mission and vision. If you are ready for an opportunity to jump in, tackle challenges (and opportunities!) head-on, take ownership, and drive meaningful outcomes in a highly collaborative, communicative, and dynamic environment, we would love to connect with you!
<br><br>
Job Description
<br><br>
Apeel Sciences is seeking a motivated, resourceful, and efficient candidate to support the accounting operations, primarily relating to the accounts payable, and provide general office support. The successful candidate will work closely with our Accounting Specialist at Apeel.
<br><br>
<b>Responsibilities and Outcomes (including but not limited to):</b><br>
<ul>
<li>Coordinates new vendor setup &amp; maintenance in Quickbooks, ensuring that each vendor has supporting documentation, including an executed contract, when needed, W-9, etc</li>
<li>Code and enter vendor invoices into QuickBooks</li>
<li>Convert item receipts into bills in QuickBooks, applying freight and tax as necessary. Ensure the appropriate Grant Id is included</li>
<li>Follow up when items are received but an AP invoice remains outstanding</li>
<li>Audit expense reports for accuracy and adherence to spending guidelines</li>
<li>Ensure credit card transactions are entered timely into Quickbooks</li>
<li>Manage petty cash</li>
<li>Keep filing systems neat and organized</li>
<li>Assist with 1099 process</li>
<li>Serve as backup in the coordination of the purchase order process</li>
<li>Assist in other accounting and general office duties as requested</li>
</ul>
Qualifications
<br>--------------
<br><br>
Specialty Skills Required for the Position
<br><br>
<ul>
<li>Manage vendor relationships</li>
<li>Problem Solving</li>
<li>Customer service</li>
<li>Documentation skills</li>
<li>Detail oriented</li>
<li>Highly organized with the ability to multi-task in a high paced environment</li>
<li>Interpersonal Communication</li>
<li>QuickBooks and Microsoft Office experience preferred</li>
</ul>
Minimum Education Required for the Position
<br><br>
<ul>
<li>High School Diploma</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Accounts Payable Clerk
181,"GQR Global Markets, a Wynden Stark Company","<span class=""summary"" id=""job_summary""><p>Leading aerospace manufacturing organization looking to hire a high skilled Design Engineer immediately. Reporting to the Flash R&amp;D; Leader, this engineer will work closely with other members of the team in order to meet the goals and objectives of the Research and Development function and support the development of manufacturing processes primarily as it pertains to the cathode and lamp products.</p><p><b>Responsibilities: </b></p><ul><li>Work on flash lamp development projects in cross functional teams using our New Product Introduction (NPI) process.</li><li>Develop innovative cathode solutions and/or equipment from the pressing phase through the firing or infiltration phase</li><li>Develop next generation lamps with best in class performance working in conjunction with other sites globally.</li><li>Assist to optimize cathode technology and production across a wide range of end use applications</li><li>Support collaborative work with customers, suppliers and external resources to deepen our understanding of applications and technology and to maintain technical leadership.</li><li>Support the Manufacturing Engineering team developing our understanding of complex manufacturing processes and help introduce best practice globally.</li></ul><p><b>Requirements: </b></p><ul><li>BS or MS in Physics or Materials Science, other disciplines will be considered only with relevant professional experience.</li><li>Experience with Powder Metallurgy, Sintering, Pressing and high temperature furnaces, especially pertaining to refractory metals</li><li>Experience in the design and manufacture of lamps is preferred.</li><li>Knowledge of advanced analytic techniques (e.g. SEM/EDX, GDMS) Able to implement effective technical solutions to problems under own initiative.</li><li>Experience of project management and problem solving in a technical environment is preferred.</li><li>Experience working in a Six Sigma environment preferred but not required.</li><li>Must be a US citizen or Green Card holder</li></ul><p>Job Type: Full-time</p><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>flash lamp development: 1 year</li><li>Powder Metallurgy, Sintering, Pressing and high temperature furnaces, especially refractory metals: 5 years</li></ul></span>",Design Engineer
182,Apeel Sciences,"<span class=""summary"" id=""job_summary"">Company Background
<br><br>
In the United States, over a third of all the food we grow is lost to spoilage and wasted before we can eat it. In the developing world, more than half of all produce is lost to spoilage before it can be consumed. Apeel Sciences creates agricultural solutions inspired by and derived from Nature for growers to protect their crops and increase the shelf life of harvested fresh produce. We are committed to being a technological and environmental trailblazer at the interface between the agricultural, materials science, chemistry, biotechnology, and engineering industries to eliminate food waste and reduce reliance on pesticides. Our mission is to enable widespread, positive impacts through the development of high-performance pre- and post-harvest products and processes that conserve our precious natural resources and safeguard the Earth’s delicate ecological balance.
<br><br>
Company Culture
<br><br>
Apeel is comprised of highly talented, deeply passionate, and strongly tight-knit team members who are excited by the opportunity to challenge the status quo, are obsessed with solving problems, and truly seek to positively change how we feed the world.
<br><br>
Our people are core and absolutely fundamental to our company’s success and continued growth. Look around and what do you see? Team members who are working tirelessly and selflessly—not to serve themselves—but to help the team as a whole strategically, aggressively, and collectively realize a shared mission and vision. If you are ready for an opportunity to jump in, tackle challenges (and opportunities!) head-on, take ownership, and drive meaningful outcomes in a highly collaborative, communicative, and dynamic environment, we would love to connect with you!
<br><br>
About This Division
<br><br>
All of our plant-based feedstock evaluations and targeted isolation of our building blocks and value-added natural products (e.g., structural plant components, antioxidants, etc.) is carried out by our Extraction Sciences Team. Objectives and discoveries on this Team are realized by employing a combination of strong, technical expertise in chemistry, chemical engineering, materials, and mechanical processes and technologies, and close collaboration with the other Divisions at Apeel.
<br><br>
Job Description
<br><br>
Apeel Sciences is seeking a Senior Extraction Scientist with a background in synthetic organic chemistry, natural product isolation, or biomass conversion research (e.g., lignin or cellulose conversion to value-added products) for the Research and Development arm of Extraction Sciences. The candidate will be responsible for conceptualizing, designing, and performing experiments on biomass, including: extraction, isolation/purification of the individual components of the extracts, and analysis the extract’s composition using a multitude of analytical techniques (including but not limited to solution and solid state NMR, GC-MS, MALDI-TOF, UV-VIS, etc.). Furthermore, the candidate should be comfortable using standard organic chemistry techniques to modify extracts in order to generate novel materials as well as be comfortable synthesizing library molecules for which we have not yet perfected our extraction techniques. Senior Extraction Scientists are expected to regularly interface with formulation scientists, analytical scientists, protein scientists, process development engineers, and the product development team through a design-develop-test product development cycle. Successful candidates will have strong independent and critical thinking skills, along with a willingness to learn about new areas of research.
<br><br>
<b>Additional Responsibilities Include:</b><br>
<ul>
<li>The design and implementation of both independent and complimentary research programs aimed at advancing the core competencies of the Extraction Sciences team and Apeel Sciences.</li>
<li>Characterization of isolated or synthesized substances using standard analytical techniques, including but not limited to: NMR, IR, UV/Vis, MS, GC, and LC.</li>
<li>Experience with SFE is a strong bonus.</li>
<li>Management and analysis of research data.</li>
<li>A commitment to workplace safety through the adherence to corporate safety policies and industry best practices.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>Ideal candidates for this position will hold a PhD in Chemistry with an emphasis in organic synthesis, natural product isolation, or biomass conversion research; a candidate with an MS in chemistry and work experience in organic synthesis, natural product isolation, or biomass conversion research will also be strongly considered.</li>
<li>Formal work experience in a synthetic organic chemistry lab, natural product isolation, or biomass conversion research either during the completion of an advanced degree or in an industrial/manufacturing setting is required.</li>
<li>Experience with mechanical systems is a strong asset.</li>
<li>Individuals with strong interpersonal skills and experience working in interdisciplinary teams, particularly those with project and/or people management experience will be given preference.</li>
<li>Candidates who have demonstrated effective written and/or verbal communication of scientific results will be given preference.</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Extraction Scientist
183,Apeel Sciences,"<span class=""summary"" id=""job_summary"">Company Background
<br><br>
In the United States, over a third of all the food we grow is lost to spoilage and wasted before we can eat it. In the developing world, more than half of all produce is lost to spoilage before it can be consumed. Apeel Sciences creates agricultural solutions inspired by and derived from Nature for growers to protect their crops and increase the shelf life of harvested fresh produce. We are committed to being a technological and environmental trailblazer at the interface between the agricultural, materials science, chemistry, biotechnology, and engineering industries to eliminate food waste and reduce reliance on pesticides. Our mission is to enable widespread, positive impacts through the development of high-performance pre- and post-harvest products and processes that conserve our precious natural resources and safeguard the Earth’s delicate ecological balance.
<br><br>
Company Culture
<br><br>
Apeel is comprised of highly talented, deeply passionate, and strongly tight-knit team members who are excited by the opportunity to challenge the status quo, are obsessed with solving problems, and truly seek to positively change how we feed the world.
<br><br>
Our people are core and absolutely fundamental to our company’s success and continued growth. Look around and what do you see? Team members who are working tirelessly and selflessly—not to serve themselves—but to help the team as a whole strategically, aggressively, and collectively realize a shared mission and vision. If you are ready for an opportunity to jump in, tackle challenges (and opportunities!) head-on, take ownership, and drive meaningful outcomes in a highly collaborative, communicative, and dynamic environment, we would love to connect with you!
<br><br>
About This Division
<br><br>
Organic chemists, polymer chemists, and synthetic biologists form the core of our Formulation Sciences Team. The Team develops routes and new methodologies to create or reassemble natural building blocks for use in our products. This includes employing enzymes to enable cleaner and more selective chemistries to arrive at our building blocks. The Formulation Team works in close collaboration with the other Divisions at Apeel to enable outcomes and discoveries, which include but are not limited to, the development of chemical transformations that are amenable to fast, efficient, and robust scale-up to enable commercial scale production of our materials.
<br><br>
Job Description
<br><br>
Apeel Sciences is seeking a motivated, resourceful, and creative candidate with a background in polymer synthesis and characterization for the Polymer Science team of Formulation Sciences. An individual interested in this position will be responsible for the synthesis of new functional (bio)polymers for use in the pre- and post-harvest preservation of produce. Candidates are expected to be fully proficient in modern polymer synthesis techniques such as controlled radical, polycondensation, transition-metal mediated, and ring-opening polymerizations, among others. Senior Formulation Scientists on the polymer science team are expected to design, synthesize, and characterize new
<br>polymers with specific properties and/or functions. Senior Formulation Scientists are expected to regularly interface with protein scientists, extraction engineers, and the product development team through a design-develop-test product development cycle.
<br><br>
<b>Responsibilities and Outcomes (including but not limited to):</b><br>
<ul>
<li>The design and implementation of individual polymer science research programs aimed at advancing the core competencies of the Formulation Sciences team and Apeel Sciences.</li>
<li>Characterization of synthesized polymers using standard analytical techniques, including but not limited to: NMR, IR, UV/Vis, SEC, DSC, and TGA.</li>
<li>Management and analysis of research data.</li>
<li>A commitment to workplace safety through the adherence to corporate safety policies.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>Ideal candidates for this position will hold a Ph.D. in Materials Science, Polymer Sciences, or Chemistry with an emphasis in polymer science, but a candidate with an MS and work experience in polymer synthesis will also be strongly considered.</li>
<li>Formal work experience in a polymer science lab, either during the completion of an advanced degree or in an industrial/manufacturing setting is required.</li>
<li>Individuals with strong interpersonal skills and experience working in interdisciplinary teams, particularly those with project and/or people management experience will be given preference.</li>
<li>Candidates who have demonstrated effective written and/or verbal communication of scientific results will be given preference.</li>
<li>This role is specifically seeking a polymer scientist with an advanced degree. Candidates who lack a polymer science background or an advanced degree will not be considered.</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Formulation Scientist (Polymer Sciences)
184,Apeel Sciences,"<span class=""summary"" id=""job_summary"">Company Background
<br><br>
In the United States, over a third of all the food we grow is lost to spoilage and wasted before we can eat it. In the developing world, more than half of all produce is lost to spoilage before it can be consumed. Apeel Sciences creates agricultural solutions inspired by and derived from Nature for growers to protect their crops and increase the shelf life of harvested fresh produce. We are committed to being a technological and environmental trailblazer at the interface between the agricultural, materials science, chemistry, biotechnology, and engineering industries to eliminate food waste and reduce reliance on pesticides. Our mission is to enable widespread, positive impacts through the development of high-performance pre- and post-harvest products and processes that conserve our precious natural resources and safeguard the Earth’s delicate ecological balance.
<br><br>
Company Culture
<br><br>
Apeel is comprised of highly talented, deeply passionate, and strongly tight-knit team members who are excited by the opportunity to challenge the status quo, are obsessed with solving problems, and truly seek to positively change how we feed the world.
<br><br>
Our people are core and absolutely fundamental to our company’s success and continued growth. Look around and what do you see? Team members who are working tirelessly and selflessly—not to serve themselves—but to help the team as a whole strategically, aggressively, and collectively realize a shared mission and vision. If you are ready for an opportunity to jump in, tackle challenges (and opportunities!) head-on, take ownership, and drive meaningful outcomes in a highly collaborative, communicative, and dynamic environment, we would love to connect with you!
<br><br>
About This Division
<br><br>
Organic chemists, polymer chemists, and synthetic biologists form the core of our Formulation Sciences Team. The Team develops routes and new methodologies to create or reassemble natural building blocks for use in our products. This includes employing enzymes to enable cleaner and more selective chemistries to arrive at our building blocks. The Formulation Team works in close collaboration with the other Divisions at Apeel to enable outcomes and discoveries, which include but are not limited to, the development of chemical transformations that are amenable to fast, efficient, and robust scale-up to enable commercial scale production of our materials.
<br><br>
Job Description
<br><br>
Apeel Sciences is seeking a motivated, resourceful, and creative candidate with a background in synthetic organic chemistry for the Molecular Design team of Formulation Sciences. An individual interested in this position will be responsible for conceptualizing, designing, and synthesizing new molecular candidates for our formulations. This includes molecular modifications to our existing extracts, as well as synthesis of molecules for which we have not yet perfected our extraction techniques. Senior Formulation Scientists on the Molecular Design team are encouraged to develop fully synthetic pathways for new molecular components that we can use to screen for novel formulation properties. Senior Formulation Scientists are expected to regularly interface with process engineers, extraction engineers, and the product development team through a design-develop-test product development cycle.
<br><br>
<b>Responsibilities and Outcomes (including but not limited to):</b><br>
<ul>
<li>The design and implementation of both independent and complimentary synthetic research programs aimed at advancing the core competencies of the Formulation Sciences team and Apeel Sciences.</li>
<li>Characterization of synthesized substances using standard analytical techniques, including but not limited to: NMR, IR, UV/Vis, MS, GC, and LC.</li>
<li>Management and analysis of research data.</li>
<li>A commitment to workplace safety through the adherence to corporate safety policies and industry best practices.</li>
</ul>
Requirements
<br><br>
<ul>
<li>Ideal candidates for this position will hold a Ph.D. in Chemistry with an emphasis in organic synthesis, but a candidate with an MS in chemistry and work experience in organic synthesis will also be strongly considered.</li>
<li>Formal work experience in a synthetic organic chemistry lab, either during the completion of an advanced degree or in an industrial/manufacturing setting is required.</li>
<li>Individuals with strong interpersonal skills and experience working in interdisciplinary teams, particularly those with project and/or people management experience will be given preference.</li>
<li>Candidates who have demonstrated effective written and/or verbal communication of scientific results will be given preference.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>Ph.D in Organic Chemistry preferred, MS in Chemistry with work experience considered.</li>
<li>Experience with analytical techniques such as NMR, IR, UV/Vis, MS, GC, LC.</li>
<li>Candidates with a background in the area of total synthesis of complex molecules are preferred. Candidates with a background in new method development will also be considered.</li>
<li>This role is specifically seeking a synthetic chemist with an advanced degree. Candidates who lack a synthetic chemistry background or an advanced degree will not be considered.</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Formulation Scientist (Synthetic Organic Chemistry)
185,Apeel Sciences,"<span class=""summary"" id=""job_summary"">Company Background
<br><br>
In the United States, over a third of all the food we grow is lost to spoilage and wasted before we can eat it. In the developing world, more than half of all produce is lost to spoilage before it can be consumed. Apeel Sciences creates agricultural solutions inspired by and derived from Nature for growers to protect their crops and increase the shelf life of harvested fresh produce. We are committed to being a technological and environmental trailblazer at the interface between the agricultural, materials science, chemistry, biotechnology, and engineering industries to eliminate food waste and reduce reliance on pesticides. Our mission is to enable widespread, positive impacts through the development of high-performance pre- and post-harvest products and processes that conserve our precious natural resources and safeguard the Earth’s delicate ecological balance.
<br><br>
Company Culture
<br><br>
Apeel is comprised of highly talented, deeply passionate, and strongly tight-knit team members who are excited by the opportunity to challenge the status quo, are obsessed with solving problems, and truly seek to positively change how we feed the world.
<br><br>
Our people are core and absolutely fundamental to our company’s success and continued growth. Look around and what do you see? Team members who are working tirelessly and selflessly—not to serve themselves—but to help the team as a whole strategically, aggressively, and collectively realize a shared mission and vision. If you are ready for an opportunity to jump in, tackle challenges (and opportunities!) head-on, take ownership, and drive meaningful outcomes in a highly collaborative, communicative, and dynamic environment, we would love to connect with you!
<br><br>
About This Division
<br><br>
Organic chemists, polymer chemists, and synthetic biologists form the core of our Formulation Sciences Team. The Team develops routes and new methodologies to create or reassemble natural building blocks for use in our products. This includes employing enzymes to enable cleaner and more selective chemistries to arrive at our building blocks. The Formulation Team works in close collaboration with the other Divisions at Apeel to enable outcomes and discoveries, which include but are not limited to, the development of chemical transformations that are amenable to fast, efficient, and robust scale-up to enable commercial scale production of our materials.
<br><br>
Job Description
<br><br>
Apeel Sciences is seeking a motivated, resourceful, and creative candidate with a background in synthetic organic chemistry for the Process Chemistry team of Formulation Sciences. An individual interested in this position will be responsible for aiding the scale-up of existing formulation processes in preparation for commercial manufacturing. This includes process improvement, parameterization and safety analysis of existing reactions, as well as small scale manufacturing for in-house testing. Senior Formulation Scientists on the Process Chemistry team are encouraged to consider alternate reaction conditions and/or pathways to target molecules, which improve process separations, efficiency, and/or safety. Senior Formulation Engineers are expected to regularly interface with process engineers, extraction engineers, and the product development team through a design-develop-test product development cycle.
<br><br>
<b>Responsibilities and Outcomes (including but not limited to):</b><br>
<ul>
<li>The development and implementation of analytical systems for in-situ reaction monitoring, including but not limited to: NMR, IR, UV/Vis, MS, GC, and LC.</li>
<li>The implementation of current Good Manufacturing Processes (cGMP) on new formulation processes.</li>
<li>Management and analysis of research data.</li>
<li>A commitment to workplace safety through the adherence to corporate safety policies</li>
</ul>
Requirements
<br><br>
<ul>
<li>Ideal candidates for this position will hold a Ph.D. in Chemistry with an emphasis in organic synthesis, but a candidate with an MS in chemistry and work experience in organic synthesis will also be strongly considered.</li>
<li>Formal work experience in a synthetic organic chemistry lab, either during the completion of an advanced degree or in an industrial/manufacturing setting is required. Experience in process chemistry is preferred.</li>
<li>Individuals with strong interpersonal skills and experience working in interdisciplinary teams, particularly those with project and/or people management experience will be given preference.</li>
<li>Candidates who have demonstrated effective written and/or verbal communication of scientific results will be given preference.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>Ph.D in Organic Chemistry preferred, MS in Chemistry with work experience considered.</li>
<li>Experience with analytical techniques such as NMR, IR, UV/Vis, MS, GC, LC.</li>
<li>Candidates with a background in areas of physical organic chemistry, such as mechanistic elucidation, byproduct identification and monitoring, and kinetic and thermodynamic analysis will be given preference.</li>
<li>This role is specifically seeking a process chemist. Candidates with chemical engineering backgrounds will not be considered without significant experience in organic synthesis.</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Formulation Scientist (Process Chemistry)
186,Bridgenex,"<span class=""summary"" id=""job_summary"">Responsibilities:
</span>",Senior Process Engineer - Roll-to-Roll
187,IBM,"<span class=""summary"" id=""job_summary"">IBM Research - Almaden (San Jose, CA) is searching for a postdoctoral researcher to work in two distinct roles (i) as a physical chemist using nuclear magnetic resonance spectroscopy (NMR) to characterize non-covalent interactions between purines and hydrogen bonding synthons, metals and strong acids. Evaluation of these materials will then lead to materials development where the researcherâs role will shift to focus on the synthesis of materials based on their NMR studies in the Almaden Synthetic Development Laboratory. This chemist will be responsible for the design, synthesis, and development of organic materials to support internal and joint R&amp;D; projects. The particular focus area will be on the development of solid supported particles for the sequestration of targeted organic molecules.
<br><br>
<b>Details:</b><br>
We are seeking a highly motivated individual who is interested in joining our multi-disciplinary research team. The candidate should have a background in analytical techniques including NMR, UV-Vis spectroscopy and HPLC. In addition experience in synthetic organic chemistry (necessary for the synthesis of functionalized solid supports) is preferred. Familiarity with modern polymerization techniques (free-radical, ring-opening polymerization, anionicâŚetc.) as well as contemporary polymer analysis and characterization techniques would be helpful, but is not required. Although the primary role of this position is molecular design and synthesis, knowledge of materials science and materials characterization techniques would be advantageous.
<br><br>
The candidate should have written and oral communication skills as evidenced by a proven record of publications and presentations and demonstrated success in team-based projects. The scientist will be expected to identify key problems, generate novel solutions and reduce them to practice, disseminate the results of such activities to internal colleagues/partners and capture relevant intellectual property via patent applications.
<br><br>
4 years of experience in NMR Spectroscopy
<br>4 years of experience in Chemical Synthesis
<br>4 years of experience in Chemical Characterization
<br><br>
1 year experience in Supramolecular Chemistry
<br>2 years in NMR Titrations
<br>2 years in Characterization of Host-Guest interactions</br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Postdoctoral Researcher-Sequestration of Complex Mixtures
