,company,description,title
285,Roche,"<span class=""summary"" id=""job_summary"">Opportunity to work at the leading edge of next generation genomics technology to enable personalized medicine. Coordinates and performs intellectual property (“IP”) activities for one or more business units of Roche Molecular Solutions (RMS) or subgroups of such departments with a primary emphasis on the nanopore sequencer instrument. Secures protection RMS's intellectual property and minimizes risk associated with bringing new products and innovations to the marketplace by ensuring respect for the valid third party intellectual property rights of others.
<br>
<br>
<b>ESSENTIAL FUNCTIONS:
</b><br>
<ul><li>Assists product development teams in designing products to avoid valid third party patent claims in order to minimize the business risk associated with bringing new products and innovations to the marketplace.
</li><li>Implements an IP strategy within the nanopore sequencer instrument business unit.
</li><li>Acts as a key contact for Company IP issues within the nanopore sequencer instrument business unit.
</li><li>Prepares, drafts, files and prosecutes patent applications in the United States Patent &amp; Trademark Office in order to protect Roche Molecular Solutions' investment in research and development.
</li><li>Prepares written opinions on issues of patentability, patent infringement, patent validity and freedom-to-operate issues in order to minimize the business risk associated with bringing new products and innovations to the marketplace.
</li><li>Assists product development teams in designing products to avoid valid patent claims of others in order to minimize the business risk associated with bringing new products and innovations to the marketplace.
</li><li>Provides general counseling and training on IP issues to relevant business units.
</li><li>Evaluates contract terms related to IP and coordinates with corporate counsel on the drafting and negotiating of same.
</li><li>Conducts due diligence on IP aspects of transactional projects.
</li><li>Provides technical support for patent litigation matters.
</li></ul><ul><li>Who you are
You’re someone who wants to influence your own development. You’re looking for a company where you have the opportunity to pursue your interests across functions and geographies. Where a job title is not considered the final definition of who you are, but the starting point.
<br>
<b>MINIMUM QUALIFICATIONS:
</b><br>
<br>
<b>Training/Education:
</b><br>
<ul><li>Undergraduate degree and demonstrated domain expertise in one of the following: electrical engineering, computer engineering, biomedical engineering, physics, material science, chemical engineering, or a semiconductor related fields; additional degree or experience in a life sciences-related field is a plus with an advanced degree highly preferred.
</li><li>Doctor of Jurisprudence, licensed to practice law in one or more of the 50 states or the District of Columbia.
</li><li>Licensed to practice law before the United States Patent &amp; Trademark Office.
</li></ul><b>Experience:
</b><br>
<ul><li>At least 8+ years experience in IP practice, including patent preparation and prosecution, licensing, opinion work, transactional due diligence, and client counseling.
</li><li>At least five years direct experience in third party patent due diligence and analysis
</li><li>Experience in patenting nucleic acid in vitro diagnostic devices preferred.
</li><li>Experience practicing law as in-house counsel and with IP litigation matters preferred.
</li><li>Demonstrated domain expertise related to information technology, software and/or diagnostics highly preferred.
</li></ul><b>Knowledge, Skills, and Abilities:
</b><br>
<ul><li>Excellent oral and written communication skills.
</li><li>Demonstrated ability to establish and maintain open, candid, and trusting work relationships.
</li></ul><br>
</br></br></br></br></br></br></br></li><li>Who we are
At Roche, 91,700 people across 100 countries are pushing back the frontiers of healthcare. Working together, we’ve become one of the world’s leading research-focused healthcare groups. Our success is built on innovation, curiosity and diversity.
<br>
<br>
Roche is an equal opportunity employer and strictly prohibits unlawful discrimination based upon an individual’s race, color, religion, gender, sexual orientation, gender identity/expression, national origin/ancestry, age, mental/physical disability, medical condition, marital status, veteran status, or any other characteristic protected by law.</br></br></li></ul></br></br></br></span>",Senior Patent Attorney
286,Ethicon Inc.,"<span class=""summary"" id=""job_summary"">The Cardiovascular &amp;
Specialty Solutions (CSS) Group, part of the Medical Devices sector within
Johnson &amp; Johnson, is recruiting for a <b>Principal Engineer -Partner
Development </b>located in Irvine, CA (preferred) or Irwindale, CA.
<br>
<br>
The CSS Group consists of six
diverse businesses including Acclarent, Advanced Sterilization Products (ASP),
Biosense Webster (BWI), Codman Neuro, Mentor, and Sterilmed. The CSS Group
serves a diverse base of customers in Ear, Nose and Throat (ENT), Infection
Prevention, Electrophysiolkogy (EP), Neurovascular and Neurosurgery, Surgical
and Non-Surgical Aesthetics, and Reprocessing.
<br>
<br>
<b>Advanced Sterilization
Products (ASP), division of Ethicon, Inc. </b>, a Johnson &amp; Johnson company, truly makes a difference by
Protecting Lives against Infection ® . ASP has been innovating since
1987 to help healthcare facilities protect patients with best-in-class
infection prevention solutions. Learn more about Advanced Sterilization
Products at <b></b>www.aspjj.com/us
<br>
<br>
<b>Job Description:
</b><br>
<br>
The Principal Engineer –
Partner Development, Tech Support will:
<br>
<ul><li>Work on complex problems where analysis
of situations or data requires an in-depth evaluation of various factors
</li><li>Exercise judgment within broadly
defined practices and policies in selected methods and techniques to
obtain the desired results
</li><li>Act as manufacturing technical expert
for the Global Procurement organization, responsible for process and
product knowledge acquisition to identify and execute productivity
improvement projects (on e.g. yields, materials and process efficiencies) in
order to realize cost reductions.
</li><li>Own the overall responsibility and
technical oversight for the planning, organizing, execution, and
coordination of continuous improvement projects at key, strategic external
manufacturers of finished goods.
</li><li>Lead projects, which may involve
supervision (permanent or temporary) of technical personnel, to execute
validations, troubleshooting efforts, or operational efficiency
improvements
</li><li>Advises teams on issues related to
product design, validation requirements, appropriate test methods and
manufacturing methods to meet quality, cost, and release to market
objectives
</li><li>Responsible for evaluating technical
and regulatory requirements against business needs in development and
maintenance of corporate level policies, procedures, and strategies
impacting contract manufacturers.
</li><li>Develop and implement sector-wide electromechanical
and other processing related validation policies and procedures.
Lead company teams to accomplish integration activities for proposed
changes.
</li></ul><br>
<b>Qualifications
</b><br>
<b>Qualifications:
</b><br>
<ul><li>The ideal candidate must have a
Bachelor's degree and a minimum of 8 years experience.
</li><li>Master’s degree in Electrical
Engineering or Mechanical Engineering or Chemical Engineering or Materials
Science or Equivalent Technical discipline is preferred.
</li><li>General quality systems, change
management and project management skills are required.
</li><li>The ability to be effective in a global
environment with the ability to manage and lead technical issues with
global partners is required.
</li><li>In-depth knowledge of electromechanical
assembly is required.
</li><li>Prior experience that encompasses a
broad engineering knowledge of various processing operations such as
plastics molding/extrusions and metal fabrication, etc. is preferred.
</li><li>Experience with design and/or
manufacturing of medical devices (Class II and/or Class III) is preferred.
</li><li>Manufacturing systems and processes,
including GMP requirements for medical devices.
</li><li>Must demonstrate a strong understanding
of engineering theoretical fundamentals and experimental techniques.
</li><li>Strong understanding of the process
excellence tool set (LEAN, Six Sigma) with a proven track-record of
deploying these tools to improve operational performance.
</li><li>Certification in LEAN and/or Six Sigma
is preferred.
</li><li>Ability to communicate clearly and
concisely across all levels of the company, across the Medical Device
supply chain, and with the commercial franchises as appropriate.
</li><li>Managing Complexity and the ability to
lead and influence others in a complex matrix organization is required.
</li><li>Organization &amp; Talent Development
with the ability to mentor and train junior engineers.
</li><li>Excellent communication (written and
oral) and negotiation skills are required.
</li></ul><br>
This position is based in
Irvine, California (Irwindale CA may be considered) and may require up to 50%
travel (domestic and international).
<br>
<br>
Be VITAL in your career. Be
seen for the TALENT you bring to your work. Explore opportunities within the
Johnson &amp; Johnson Family of Companies.
<br>
<br>
Johnson &amp; Johnson
Companies are equal opportunity employers.
<br>
<br>
<b>Primary Location
</b><br>
United States-California-Irvine
<br>
<b>Other Locations
</b><br>
North America-United States-California-Irwindale
<br>
<b>Organization
</b><br>
Ethicon Inc. (6045)
<br>
<b>Job Function
</b><br>
Electrical</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Principal Engineer – Partner Development
287,Sandia National Laboratories,"<span class=""summary"" id=""job_summary"">What Your Job Will Be Like
<br>
<br>
The Post-Doctoral Appointee Program is designed to recruit outstanding Ph.D. applicants to assist a line organization in meeting its mission objectives and to provide a professional technical work environment for the employee. The Ph.D. must have been conferred within one to five years prior to employment. These assignments are for a one-year period, with the option at managementâs discretion to serve no more than five additional one-year assignments. <br>
<br>
The successful candidate will be responsible for conducting bench-scale, process controlled fermentations of biomass hydrolysates, separations optimization, and assessment of the resulting biochemical intermediates; coordination with external entities for process demonstration and scale-up. Performance of chemical engineering and analytical tasks, including assistance with biomass pretreatment and evaluation of bioconversion pathways is required. Basic biochemistry lab techniques, including preparation of reagents and controls using automated or fixed volume-measuring devices as needed. Generation of protocols, logs and other documents for routine or special assignments. Prepare and organize written data, reports, and other documents for assessing outcomes.
<br>
<br>
Qualifications We Require
<br>
<br>
PhD in biotechnology, chemical, biochemical, or systems engineering, or related discipline. The candidate must have good aseptic technique and chemical handling skills. Experience with bench-scale fermentation apparatus and chemical analyses is required. Must have the ability to work in a fast-paced, multi-tasking environment. Must be able to work in a biohazard environment and comply with safety policies and procedures.
<br>
<br>
Qualifications We Desire
<br>
<br>
Experience with Corynebacterium or other non-model bioconversion strains is highly desirable. Experience with biomass processing and interest in biobased materials and fuels is preferred.
<br>
<br>
About Our Team
<br>
<br>
The Biomass Science and Conversion Technology department is dedicated to developing and advancing innovative technologies for producing the next generation of biofuels. Our multidisciplinary staff represents a diverse range of backgrounds and skill sets: molecular biology, chemistry, chemical and biochemical engineering, biophysics, computational science, and biochemistry. We partner broadly with other Sandia departments as well as other national laboratories, industry, and universities to develop practical, science-based solutions to national energy goals. We also play an essential role in the DOE Joint BioEnergy Institute (JBEI), one of three Bioenergy Research Centers in the Nation advancing the next generation of biofuel technologies.
<br>
<br>
About Sandia
<br>
<br>
Sandia National Laboratories is the nationâs premier science and engineering lab for national security and technology innovation, with teams of specialists focused on cutting-edge work in a broad array of areas. Some of the main reasons we love our jobs:
<br>
<ul><li>Challenging work with amazing impact that contributes to security, peace, and freedom worldwide
</li><li>Extraordinary co-workers
</li><li>Some of the best tools, equipment, and research facilities in the world
</li><li>Career advancement and enrichment opportunities
</li><li>Flexible schedules, generous vacations, strong medical and other benefits, competitive 401k, learning opportunities, relocation assistance and amenities aimed at creating a solid work/life balance *
</li></ul><br>
<em>World-changing technologies. Life-changing careers. </em>Learn more about Sandia at: http://www.sandia.gov
<br>
<br>
* These benefits vary by job classification.
<br>
<br>
Security Clearance
<br>
<br>
No clearance required.
<br>
<br>
This position does not currently require a Department of Energy (DOE)-granted security clearance.
<br>
<br>
Sandia will conduct a pre-employment background review that includes personal reference checks, law enforcement record checks, and employment and education verifications. Further, employees in New Mexico must pass a U.S. Air Force background screen for access to the work site. Substance abuse or illegal drug use, falsification of information, criminal activity, serious misconduct or other indicators of untrustworthiness can cause access to be denied or terminated, rendering the inability to perform the duties assigned and resulting in termination of employment.
<br>
<br>
If hired without a clearance, and one subsequently becomes required or you bid on positions that require a DOE-granted security clearance, a pre-processing background review that includes personal reference checks, law enforcement record and credit checks, and employment and education verifications may be conducted prior to a required federal background investigation. Applicants for DOE-granted security clearances must be U.S. citizens and be able to obtain and maintain the appropriate DOE security clearance as required for the position.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Postdoctoral Appointee
288,Paramount Petroleum,"<span class=""summary"" id=""job_summary"">MANAGER, TRAINING AND DEVELOPMENT
</span>",Manager of Training & Development
289,"Yorke Engineering, LLC","<span class=""summary"" id=""job_summary""><p><b>Senior Air Quality Engineer</b></p><p>We are looking for a sharp Senior Air Quality Engineer to join our team in the Berkeley, CA. We are a growing, highly respected environmental air quality consulting firm based out of Southern California. We work on a wide variety of environmental air quality permitting and compliance projects, across a diverse range of California industries and locations. We offer a friendly, team-oriented work environment.</p><p><b><i>Position Summary: </i></b></p><p>The Senior Engineer performs professional engineering work of considerable difficulty supervising and/or executing the permitting and compliance function in regards to Title V, RECLAIM, Emissions Reporting, Green House Gas etc. Analyzing permit-related technical and regulatory issues, and communicating those analyses within the department, with applicants, with other agencies and with the public at large; performs other duties as required or assigned.</p><p>This is an experienced senior level position working under general supervision. Positions at this level are assigned to perform the more complex and sensitive duties in the occupational field.</p><p>The employee in this position may be assigned to train other employees and/or monitor work produced by other employees.</p><p><b><i>The candidate qualifications we are looking for include: </i></b></p><p><b><i>Experience: </i></b></p><ul><li>15-25 years of work experience in the air quality industry in a senior or leadership position (preferably in a consulting environment);</li><li>Extensive experience with permitting and compliance for Title V, RECLAIM, Annual Emissions Reporting, Air Quality Assessments including Data Analysis and Emission Inventories;</li><li>Proven track record of successful regulatory work in dealing with the BAAQMD, SJVAPCD, SCAQMD, EPA, and other similar agencies;</li><li>Ability to lead project teams and technical staff to project completion;</li><li>Ability to manage multiple clients at any given time without losing focus of quality;</li><li>Experience in conflict resolution and crisis management;</li><li>Highly motivated to continue working in the air quality environmental field and expand their knowledge and experience;</li></ul><p><b><i>Skills: </i></b></p><ul><li>Excellent oral and written communication;</li><li>Project management;</li><li>Advanced computer applications and database management.</li><li>Analysis and interpretation;</li><li>Leadership;</li><li>Ability to present in a professional fashion;</li><li>Strong Microsoft Excel, Word, Powerpoint, Access abilities;</li></ul><p><b><i>Education Requirements: </i></b></p><ul><li>B.S. degree in Chemical Engineering, Environmental Engineering, Chemistry, or related technical degree;</li></ul><p>Job Type: Full-time</p><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>air quality consulting: 10 years</li></ul></span>",Senior Air Quality Engineer
290,EMD,"<span class=""summary"" id=""job_summary"">Who we are:
</span>",Sr. Quality Assurance Specialist
291,Ethicon Inc.,"<span class=""summary"" id=""job_summary"">The Cardiovascular &amp; Specialty Solutions (CSS) Group, part of the Medical Devices sector within Johnson &amp; Johnson, is recruiting for a Scientist II, aligned to Advanced Sterilization Products (ASP), located in Irvine, CA.
<br>
<br>
The CSS Group consists of six diverse businesses including Acclarent, Advanced Sterilization Products (ASP), Biosense Webster (BWI), Codman Neuro, Mentor, and Sterilmed. The CSS Group serves a diverse base of customers in Ear, Nose and Throat (ENT), Infection Prevention, Electrophysiology (EP), Neurovascular and Neurosurgery, Surgical and Non-Surgical Aesthetics, and Reprocessing.
<br>
<br>
Advanced Sterilization Products (ASP), division of Ethicon, Inc., a Johnson &amp; Johnson company, truly makes a difference by Protecting Lives against Infection®. ASP has been innovating since 1987 to help healthcare facilities protect patients with best-in-class infection prevention solutions. Learn more about Advanced Sterilization Products at www.aspjj.com/us for more information.
<br>
<br>
The Sr. Process Engineer will:
<br>
• Be responsible for providing engineering LCM support to ASP consumable products related but not limited to Biocides, Chemical Indicator Pouches/Rolls, Chemical Indicator/Strips, Detergents, manufactured worldwide.
<br>
• Work closely with External manufacture quality and supply chain team to manage ASP consumable products manufactured worldwide.
<br>
• Lead or participate in LCM design/manufacturing changes for existing products and/or new product/technology transfer projects through pilot production to commercial production.
<br>
• Be responsible for preparation and execution of process / product qualification &amp; validation (IQ, OQ, PQ).
<br>
• Use Six Sigma methodology to perform process variability/capability studies, risk analysis, test method validation, OOS root cause analysis and process improvement for the products responsible to manage.
<br>
• Lead or participate in CAPA and NCR activities for sustaining products.
<br>
• Provide routine technical support to internal or external manufacturing sites responsible to manage.
<br>
<br>
<b>Qualifications
</b><br>
• A Bachelor’s degree in Chemical Engineering, Chemistry, or related scientific discipline with 6 year experience within the Medical Device, Pharmaceutical, OTC, Packaging and/or chemical industry or a Master’s degree in Chemical Engineering, Chemistry, or related scientific discipline with 4 years experience within the Medical Device, Pharmaceutical, OTC, Packaging and/or chemical industry is required.
<br>
• Experience in leading/managing new product development and/or technology transfer projects domestically and/or worldwide is preferred.
<br>
• Experience participating in or leading new product transfer from pilot production to commercialization and/or manufacturing process transfer activities preferred.
<br>
• Experience in manufacturing process validation and proficient in writing validation protocols (IQ/OQ/PQ) and reports are required.
<br>
• Experience in project management and new technology transfer in a multiple cross-functional team environment is preferred.
<br>
• Experience in Liquid/Solid formulation manufacturing is preferred. Manufacturing Experience in Medical Devices (HLD/Sterilants), Pharmaceuticals/OTC, Detergents, or liquid/lotion/cream is preferred.
<br>
• Experience in packaging and/or molding manufacturing validation is preferred.
<br>
• Familiar in identifying critical to quality attributes, analyzing process capabilities and performing FMEA, FTA and hazard/risk analysis is preferred.
<br>
• Minimum understanding of general test procedures in manufacturing, e.g. HPLC, GC, FTIR, UV, and general wet chemistry is preferred;
<br>
• Proficiency with FDA, EPA , GLP (Good Lab Practices), GMP, ISO 14385 and/or ISO 9000 are preferred.
<br>
• Proficient in understanding of regulatory requirements for medical device is preferred.
<br>
• Trained under Process Excellence with Black Belt/Green Belt Certificate is preferred.
<br>
• Travel up to 20% domestic/international is required.
<br>
<br>
<b>Primary Location
</b><br>
United States-California-Irvine
<br>
<b>Organization
</b><br>
Ethicon Inc. (6045)
<br>
<b>Job Function
</b><br>
Process Engineering</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",SR PROCESS ENGINEER
292,"Illumina, Inc.","<span class=""summary"" id=""job_summary"">Illumina is improving human health by unlocking the power of the genome. Our focus on innovation has established us as the global leader in DNA sequencing and array-based technologies, serving customers in the research, clinical and applied markets. Our products are used for applications in the life sciences, oncology, reproductive health, agriculture and other emerging segments.
<br>
<br>
This Senior Scientist will work in a dynamic, team-oriented environment to develop robust, scalable manufacturing processes for consumables used in cutting-edge genomics research and for clinical applications. This Scientist will have experience with consumables in a product development setting, as well as deep technical knowledge in surface chemistry and fabrication.
You will participate in the development and optimization of high-throughput in-vitro diagnostics which will serve to accelerate next generation sequencing.
<br>
<br>
<b>Responsibilities
</b><br>
<ul><li>Cross functional collaboration with Engineering, Molecular Biology, Quality and Production to develop new processes for consumables products used in Illumina’s NGS platforms (flow cells, microarrays &amp; digital fluidics cartridges)
</li><li>Help to establish best practices for consumables product development in compliance with quality system regulations
</li><li>Define technical requirements for consumable products in consideration of manufacturing robustness, scalability and cost
</li><li>Construct and execute controlled experiments (including DOEs) to optimize processes to achieve commercial levels of stability, robustness, and performance
</li><li>Use systematic problem-solving methods to troubleshoot complex issues related to product quality, stability and robustness
</li><li>Provide technical leadership in the transfer of new processes and products to production
</li><li>Be both a strong individual contributor as well as a collaborative team member
</li></ul><b>Required Skills &amp; Experience
</b><ul><li>PhD in Chemistry, Biochemistry, Materials Science, Physical Chemistry, Chemical Engineering, or Biochemical Engineering or closely related discipline
</li><li>10+ years’ industry experience in new product development with emphasis on consumables
</li><li>2 or more years’ experience in commercial IVD or molecular diagnostics product development for regulated markets
</li><li>Strong background in surface chemistry or fabrication
</li><li>Working knowledge of ISO13485, 21 CFR Part 11, ISO9001 and QSR guidelines required
</li><li>Solid experience with process development, improvement, scale-up and transfer to manufacturing
</li><li>Strong data analysis skills, ability to interpret and draw conclusions from large amounts of data
</li><li>Experience with design of experiment (DOE) methodologies and statistical methods for large data set analysis (i.e., JMP, etc.)
</li></ul><b>Preferred Skills &amp; Experience
</b><ul><li>Strong technical science knowledge around glass fabrication, MEMs, nano-fabrication
</li><li>Experience with fabrication or coating
</li><li>Domain expertise in DNA sequencing development
</li><li>Experience with transfer of new products to manufacturing and/or QC desired
</li></ul><b>EOE / Minorities / Females / Veterans / Disabled
</b><br>
<br>
<b>About Illumina
</b><br>
Illumina is improving human health by unlocking the power of the genome. If that inspires you, let’s talk. Having built a culture fueled by innovation, collaboration and openness, we’ve established ourselves as the global leader in DNA sequencing and array-based technologies. Our people and our technology change lives by driving advancements in life sciences, oncology, reproductive health, agriculture and other emerging markets. We are deeply passionate about what we do, because we know that our work has the power to improve lives.
<br>
<br>
We’re an established company with a track record of phenomenal growth. Our revenue grew from $10 million in 2002 to approximately $2.2 billion in 2015. Our growth isn’t just revenue; we’ve been hiring the best and the brightest. That’s why MIT ranked Illumina near the top of its World’s Smartest Companies list three years running, including #1 in 2014. If you thrive in a brilliant, fast-paced, and mission-driven environment, Illumina is the place for you – imagine the possibilities.</br></br></br></br></br></br></br></br></br></br></span>",Staff Scientist
293,Los Rios Community College District,"<span class=""summary"" id=""job_summary"">Folsom Lake College
</span>",Chemistry Assistant Professor
294,Alchemy & Science,"<span class=""summary"" id=""job_summary"">We are A&amp;S; Brewing. We<br>
</br></span>",Brewer
295,Cymer,"<span class=""summary"" id=""job_summary"">SUMMARY
<br><br>
The
<br>System Performance Engineer is the technical owner of the EUV System
<br>Performance Integration function area, responsible for evaluation of the system
<br>level performance of existing and new EUV source products, performing
<br>root-cause analyses of the system level performance issues, identifying the
<br>areas of performance and technical improvement required to meet the source
<br>performance roadmap, providing technical feedbacks to Product Development, and
<br>supporting the teams at customer sites to ensure the highest performance and
<br>availability of EUV sources to the customers.
<br>The role requires a willingness to develop a hands-on mastery of complex
<br>experimentation of significant technical depth to deepen understanding of EUV
<br>generation, and the discipline to systematically drive the performance of
<br>present and future EUV source products.
<br>Candidates are expected to be a seasoned professional in defining
<br>requirements, designing, experimenting, validating, and solving system-level
<br>performance issues, also to possess strong numerical analysis skills such as
<br>Matlab and Python, processing large data sets and lab skills such as
<br>familiarities with optical and electrical metrology instruments. In addition,
<br>in order to be effective in the role, candidates must possess interpersonal
<br>skills to cross functional boundaries and build constructive and effective
<br>relationships throughout the whole organization.
<br><br>
DUTIES AND
<br>RESPONSIBILITIES
<br><br>
·
<br>Hands-on evaluation of complex hardware and
<br>software prototype designs being developed using sophisticated experimental
<br>protocols to validate, maximize, document and communicate the performance of
<br>EUV source products.
<br><br>
·
<br>Serve as an expert in System Level performance of
<br>key sub-systems related to light generation, amplification, debris and control.
<br>Be willing to apply theoretical models, concepts, methods, and novel
<br>experimental techniques to quantitatively interpret performance of EUV source
<br>systems across a wide range of issues and multiple technical disciplines.
<br><br>
·
<br>Works closely with and lead cross-functional groups
<br>(systems Engineering, development engineering, scientists, worldwide customer
<br>support personnel, manufacturing personnel, senior management, marketing,
<br>external customers) to set clear technical direction.
<br><br>
·
<br>Works with the global customer support organization
<br>in response to escalations from customer sites, by providing technical supports
<br>including remote and on-site troubleshooting and data analysis, developing
<br>action plans, and system recovery.
<br><br>
·
<br>Prepare and/or review system and sub-system functional test plans and
<br>create traceability from system functional requirements.
<br><br>
·
<br>Utilize test data to assess performance capabilities and assist in the
<br>documentation of procedures and the validation of system, operations and
<br>service.
<br><br>
·
<br>Use company technical documentation and provide feedback for improvement
<br>and assist in creating technical documents.
<br><br>
·
<br>Provide feedback to the design engineers on performance, serviceability,
<br>and reliability improvements.
<br><br>
·
<br>Produce clear, concise documentation in defined ASML formats.
<br><br>
·
<br>Use sophisticated computer programs and diagnostic equipment to test and
<br>characterize source performance.
<br><br>
·
<br>Collect and analyzes data, summarize results, and prepare presentation
<br>of results for review.
<br><br>
·
<br>Travel as required for the purposes of performing troubleshooting and
<br>system performance recovery.
<br><br>
·
<br>Interact with cross-functional groups (engineers and scientists,
<br>worldwide customer support personnel, manufacturing personnel, upper
<br>management, marketing, external customers).
<br><br>
·
<br>Provide technical training to engineers in the factory and at customer
<br>sites.
<br><br>
·
<br>Complete service, expense reports, and other administrative
<br>responsibilities in accordance with ASML’s procedures and with supervisor’s
<br>approval.
<br><br>
·
<br>Responsible for safe operation in factory and customer sites.
<br><br>
·
<br>Perform other duties as assigned.
<br><br>
EDUCATION &amp;
<br>EXPERIENCE
<br><br>
·
<br>MS or higher degrees in Electrical Engineering,
<br>Engineering Physics, Applied Physics, Chemical Engineering, Material Science or
<br>other Physical Science.
<br><br>
·
<br>Knowledge and experiences in optics, laser-induced
<br>plasma, optical metrology, Debris control, and/or controls of such devices
<br>preferred.
<br><br>
·
<br>Experiences in semiconductor equipment development
<br>a plus.
<br><br>
QUALIFICATIONS
<br><br>
·
<br>Understanding of the concept of large complex system integration and
<br>practices.
<br><br>
·
<br>Understanding of the concept of optics and lasers
<br><br>
·
<br>Understanding of the concept of plasma generation.
<br><br>
·
<br>Understanding of the concept of system controls.
<br><br>
·
<br>Proficient in use of data analysis tools such as Matlab and/or Python.
<br><br>
·
<br>Excellent analytical skills and trouble shooting skills.
<br><br>
·
<br>Ability to setup and use the test and analytical equipment commonly used
<br>for the optics, laser and plasma research.
<br><br>
·
<br>Ability to translate the knowledge and hand-on experiences into
<br>technical instructions and procedures.
<br><br>
·
<br>Ability to translate the design and test requirements into comprehensive
<br>test plan documents and procedures.
<br><br>
·
<br>Ability to reduce large amounts of data, create a concise summary, and
<br>make a high quality presentation.
<br><br>
·
<br>Ability to define and execute tasks based on project descriptions with
<br>minimum or no supervision.
<br><br>
·
<br>Excellent written and verbal communication skills.
<br><br>
·
<br>Excellent inter-personal skills, with an understanding of customer
<br>relationship building in highly multi-cultural environment.
<br><br>
.
<br><br>
PHYSICAL DEMANDS AND
<br>WORK ENVIRONMENT
<br><br>
·
<br>The employee may occasionally lift and/or move up to 50 pounds.
<br><br>
·
<br>Will require travel dependent on business needs.
<br><br>
·
<br>Travel to overseas and domestic customer sites for &gt; 30 % of time may
<br>be required.
<br><br>
·
<br>May be required to climb or balance.
<br><br>
·
<br>Work schedule may vary and include evenings and weekends as well as long
<br>hours based on business needs.
<br><br>
·
<br>May be assigned an “on call” type work schedule and may be required to
<br>respond to customers with little or no advance notice.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Sr. System Performance Engineer
296,"Carollo Engineers, Inc.","<span class=""summary"" id=""job_summary"">Essential Duties and Responsibilities
</span>",Senior Instrumentation and Controls Engineer
297,"Amyris, Inc.","<span class=""summary"" id=""job_summary"">Senior Process Development Associate, Pilot Plant
<br>
</br></span>","Senior Process Development Associate, Pilot Plant"
