,company,description,title
440,Platinum Staffing Solutions,"<span class=""summary"" id=""job_summary""><p>Platinum Staffing Solutions is seeking a <b>Data Analyst</b> to help with a project for a client in the Livermore area. The role is a temporary contract for a marketing campaign and will start immediately.</p><p><b>Data Analyst Responsibilities: </b></p><ul><li>Import and run reports of customer information and marketing intel from proprietary database</li><li>Analyze and sort data into different types of marketing lists</li><li>Create a repeatable model &amp; template, that identifies where the company should make investments in marketing efforts to maximize our market share</li><li>Interface with C-suite Business Leaders and front line Business Developers across the organization</li></ul><p><b>Data Analyst Requirements: </b></p><ul><li>Must have skills in data analysis and research, with superior computer skills, including advanced Excel.</li><li>Experience with Salesforce CRM or another CRM is strongly preferred.</li><li>A background in marketing theories and business acumen is preferred, with a Business or Marketing degree desirable.</li><li>Self-motivated, inquisitive, tenacious, and very organized</li></ul><p>*</p><p><b>For immediate consideration, please apply to this ad with your resume.</b></p></span>",Data Analyst
441,Moody's Analytics,"<span class=""summary"" id=""job_summary"">Role/Responsibilities:
The Research Data Analyst will be a part of the group that sources and maintains the credit risk data that are vital to the success of Moody’s Analytics’ (MA) credit risk models and consulting services, creates data analytics, reports and performs model validation. The successful candidate will also participate in state of the art research with our renowned quantitative research team in the area of credit risk.
Primary Responsibilities:
Analyze and Quality Control company financial statement and loan portfolio information in MA’s global Credit Research Database (CRD)
Standardize data formats from multiple data sources into CRD standards
Analyze patterns and discrepancies in the credit data provided
Produce reports and visual dashboards that describe data characteristics and highlight trends and issues
Perform data analyses, and be comfortable with statistics and relational databases
Collaborate closely with Product Management and Technical Team
Make presentations and communicate regularly with clients and data vendors
Qualifications:
Requires Bachelor’s degree in Economics, Finance, Accounting or a closely related field. Master degree or 1 - 2 year experience working with an economic or financial data preferred.
Excellent organizational and communication skills
Attention to detail and the ability to learn quickly
Strong analytical skills
Ability to read and understand Financial reports such as 10K and 10Q
Experience or academic training in: financial data analysis and management, Bloomberg media, MS Access, MS Excel, Structured Query Language (SQL), SAS, R and BI tools such as Qlik or Tableau is a strong plus
Familiarity with US GAAP, IFRS, and other regional accounting principles is a plus
Knowledge of relational database design strongly preferred
Department/Team:
The ERS Research team members are tasked with providing quality credit research data. The importance of credit research data is recognized by many of the globe’s most advanced financial institutions and corporations. These organizations contribute their data to our effort because they seek access to more powerful models based on broader credit risk experience, as well as a structured approach to data collection and greater insight into trends in credit markets for private and public firms.</span>",Asst Dir-Rsrch Data Analyst
442,Lyft Corporate,"<span class=""summary"" id=""job_summary"">Analytics is a specialized, centralized, and cross functional team that collaborates with product / <br>
engineering, growth, operations, and marketing to drive decision-making at Lyft. The team leads <br>
ambitious projects, interacts regularly with our executive team, and develops key strategic <br>
frameworks for all business areas. <br>
<br>
Our team is growing rapidly, and we’re looking for an experienced data analyst to help us grow <br>
faster. You’ll be working closely with our growth, product, and marketing teams to optimize our <br>
overall customer experience. You’ll be responsible for analyzing experiments and informing new <br>
products we build and marketing campaigns we run to grow the business. <br>
<br>
The ideal candidate is technically minded, business savvy, and exceptionally driven. If you’re <br>
sharp, highly analytical, resourceful, and can communicate complex ideas with ease, then we’d <br>
like to talk to you. <br>
<br>
<b>RESPONSIBILITIES
</b><ul><ul><li>Build and automate actionable models and reporting for key business processes
</li><li>Design and analyze experiments to increase engagement with the Lyft platform
</li><li>Perform deep­ dives into our customer data to understand passenger and driver behavior
</li><li>Partner and develop strong relationships with cross­ functional teams across product, marketing, and engineering
</li><li>Develop strong hypotheses, independently solve problems, and uncover business insights to drive growth </li></ul></ul><b>EXPERIENCE AND SKILLS
</b><ul><ul><li>4+ years experience in a data analytics role or equivalent; consulting experience preferred
</li><li>B.S. in economics, applied math, statistics or other quantitative field; M.S. preferred
</li><li>Comfortable working with very large data sets
</li><li>Expert SQL experience; experience with big data frameworks preferred
</li><li>Strong oral and written communication skills; extremely attentive to detail
</li><li>Ability to thrive in a fast­paced startup environment
</li></ul></ul>Lyft is an EEO employer that actively pursues and hires a diverse workforce, and pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Senior Data Analyst
443,TOP Los Angeles,"<span class=""summary"" id=""job_summary""><p>TOP Group (www.top-us.com) is a specialist recruiting company that assists international business in a broad spectrum of fields, ranging from manufacturing to transportation to finance and beyond.</p><p>Currently, major international trading company is seeking a Data Analyst.</p><p>Position: Data Analyst</p><p>Industry: Trading</p><p>Location: Los Angeles</p><p>Salary: $15-20/hr (DOE)</p><p>Status: Full-Time, Direct-Hire</p><p><b>Job Description</b></p><p>*Evaluate data and identify reporting inconsistencies, troubleshooting as required</p><p>*Create reports using Microsoft Excel (creating/using macros) or Access database</p><p>*Manage and upload product data via electronic data sync through GDSN</p><p><b>Requirements</b></p><p>*BS Degree in Math or Economics preferred</p><p>*1-2 years data analyst experience handling large volumes of data, preferred</p><p>*Knowledge of Global Synchronization standards, preferred</p><p>*Excellent Microsoft Office computer skills</p><p>Please submit your resume. Only qualified candidates will be contacted.</p><p>Job Type: Full-time</p><p>Salary: $20.00 /hour</p><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>data analyst: 1 year</li></ul></span>",Data Analyst at International Food Trading Company #21668
444,Proven Inc.,"<span class=""summary"" id=""job_summary"">Our client downtown is looking for a Data Analyst
<br>
Great company with awesome perks!
<br>
<br>
Must have advanced excel skills
<br>
Ability to understand data loads
<br>
Bachelors Degree is required
<br>
1-3 years in a Data Analyst role is preferred
<br>
<br>
Salary is between $55K-$60K DOE.
<br>
<br>
Please submit your resume to ltruong@provenrecruiting.com</br></br></br></br></br></br></br></br></br></br></span>",Data Analyst
445,ARYZTA,"<span class=""summary"" id=""job_summary"">ARYZTA is a global baking company with a Passion for Good Food. We provide our retail and foodservice customers with a portfolio of bakery solutions so they can deliver memorable, delicious food to consumers. With operations in the United States, Canada, South America, Europe, Asia, Australia and New Zealand, ARYZTA has become a global leader in the baked goods industry and one of the largest specialty bakery companies in the world. Our leading bakery brands in North America include La Brea Bakery®, Otis Spunkmeyer®, and Oakrun Farm Bakery®. We have 58 state-of-the-art bakeries and kitchens around the globe, with 26 of those in North America, and are committed to driving innovation, predicting upcoming consumer trends and flavors, and exceeding our customers’ expectations. The Americas team champions the values of Integrity, Ownership, Customer Focus, Creativity and Care to help us deliver on People Safety, Food Safety, Quality and Collaboration.
<br>
<br>
ARYZTA Americas operates one of the largest specialty bakery businesses servicing all major customers in the retail, foodservice, QSR and convenience store channels.
<br>
<br>
The Americas Structure includes five operating Business Units: Brazil, Canada, Brand, US Specialty Bakery and US Consumer Foods, which are serviced by five Americas Central Support Functions covering areas such as Food Safety &amp; Quality Assurance, Environmental Health &amp; Safety, Sustainability, HR, Legal, IT, Finance Shared Services, Procurement, Category Management, and Commercialization.
<br>
<br>
<b>Description of Position
</b><br>
<br>
This position functions within the ARYZTA (N. America) Business Services organization (ABS), which provides centralized Financial services including customer collections &amp; credit risk management, vendor payments, payroll, and customer rebate management to the ARYZTA N. America business. The Business Data Analyst must possess the business process knowledge and technical skills necessary to develop, test and implement complex reports and analysis utilizing Advanced Excel, Business Objects, SAP and other tools. Primary responsibility is reporting and analysis of Service Level metrics (SLA’s) and Key Performance Indicators (KPI”s) for Transactional Finance processes (Accounts Receivable, Accounts Payable, Payroll, Customer Rebates and others), in order to facilitate marked improvement in process efficiency and effectiveness. Other duties may include managing department Intranet site, cost center budgeting &amp; reporting, documentation of processes, and root cause analysis of process issues.
<br>
<br>
The ideal candidate will have experience as a Financial Analyst with a focus on process improvement.
<br>
<br>
<b>Key Responsibilities
</b><br>
<ul><ul><li>Become an expert in the various sources of business process information (reports from SAP, Business Intelligence, Salesforce and other systems) and maintain a repository of historical data.
</li><li>Compile a variety of weekly and monthly routine and ad-hoc reports and analysis including SLA‘s, KPI’s, operational statistics and detailed data. Perform metrics calculations and prepare Management reports in a variety of formats: Excel, PowerPoint, etc.
</li><li>Partners with the Business Intelligence Team to develop and test complex reports
</li><li>Serves as department Excel and Business Objects super user resource
</li><li>Assist with initial setup of the ABS intranet site, and own its ongoing maintenance
</li><li>Create and update procedures and documentation including work instructions, quick reference guides, process maps, forms, etc.
</li><li>Ongoing focus on improving processes making recommendations and participating with implementations to improve overall efficiency
</li><li>Assist with evaluating and implementing technology enhancements including business case analysis and Capital Expense Request preparation
</li><li>Assist with preparation &amp; formatting for various presentations such as budgets, project updates, etc.
</li><li>Maintain positive and effective working relationships within and outside of ABS
</li><li>Other tasks as assigned
</li></ul></ul>Required Skills
<b>Qualifications
</b><br>
<ul><li>Bachelor’s degree in Accounting, Finance or Business Management
</li><li>Minimum 2 years financial analysis experience including organizing and analyzing large amounts of financial and/or operational data
</li><li>Solid understanding of end-to-end business processes (Customer-to-Cash, Procure-to-Pay, Record-to-Report, Hire-to-Retire, etc.) and associated process measurements
</li><li>Ability to “connect the dots” in understanding cause and effect while analyzing business results
</li><li>Strong technical skills with Advanced Microsoft Office (emphasis on Excel; macros, lookups, data manipulation and graphing) skills.
</li><li>Business Objects /Business Intelligence expertise skills report building, data mining
</li><li>Strong initiative and ability to manage multiple tasks
</li><li>Experience working with ERP systems (e.g. SAP) and associated bolt-on tools highly desirable
</li><li>Demonstrated ability to work independently and take all assignments to closure
</li><li>Must be detail oriented with strong organizational, analytical and trouble shooting skills
</li><li>Ability to work well with a wide range of individuals and subject matters in a fast paced, dynamic environment
</li></ul><br>
<em>ARYZTA is proud to be an Affirmative Action/Equal Opportunity Employer (AA/EOE)
</em><br>
<br>
Required Experience
Typical Work Schedule: M-F</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Business Data Analyst
446,Facebook,"<span class=""summary"" id=""job_summary"">Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started. The Media Operations team develops solutions for public figures on Facebook and Instagram by creating scaled systems to address the issues impacting their experience with our product and support, analyzing how they interact with products and each other, and packaging these insights for the rest of the company.
<br><br>
We are seeking individuals who are passionate about the news industry and enjoy using data to tell a story. From improving the experience of our partners to increasing the efficiency at which we work, you're making us smarter, better, and faster. In addition to up-leveling our data analysis abilities, this person will be responsible for providing support to our top partners and identifying opportunities for our team. This is a full-time position located in Menlo Park, California. Become an expert in the FB experience for media companies
<br>Develop and share expertise on media/public content products
<br>Drive data discovery and leverage findings to improve our partners' experience and increase our impact
<br>Listen to partners and partner managers with the ability to modify services and support to generate exceptional experiences
<br>Lead a team of analysts to identify trends in the News Feed distribution of our partners' content and leverage those trends to improve the product by working with Product Management, Engineering, Policy, and other partners within the company
<br>Develop strategy for scaling team coverage across our global base of partners BA/BS degree or higher
<br>Desire to help people and provide delightful support experiences
<br>Experience with Hadoop/Hive, SQL, and Excel to analysis and reporting of trends
<br>Understanding of Tableau or similar software and experience with a programming language a plus
<br>Ability and experience working independently and a track record of taking initiative in uncertain, dynamic environments
<br>3+ years of experience in data, reporting, and analytical problem solving
<br>Ability to analyze data to tell a story and make recommendations
<br>Exceptional communication and presentation skills
<br>Demonstrated ability to think strategically about complex issues, leading to thoughtful recommendations and action plans
<br>Ability to work effectively and cross-functionally with all levels of management, both internally and externally
<br>Rapid learner who thrives in a fast-paced environment As part of our dedication to the diversity of our workforce, Facebook is committed to Equal Employment Opportunity without regard for race, color, national origin, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity, or religion.
<br><br>
We are also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com or you may call us at 1+650-308-7837.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>","Lead Data Analyst, News Feed - Media Operations"
447,Wente Vineyards,"<span class=""summary"" id=""job_summary"">Experience level desired: junior / mid-level
<br>
<br>
I. Position Summary
<br>
The Data analyst will support the Wholesale Sales and Marketing team by providing data, analysis, and consultative assistance. The work will include building reports, analyzing trends and variances, managing data sources and data flow, and collaborating directly
with a team of sales and marketing professionals. The right candidate will have strong skills in the areas of analytical and data management, as well as exceptional customer service and communication.
<br>
<br>
II. Essential Functions
<br>
1. Reporting and data analysis: assist with daily, weekly, and monthly report preparation. Able to
<br>
analyze variances and ‘build a story’ from the data, then communicate that story to senior management
<br>
2. Data validation and tracking: monitor incoming data, systems and processes to validate data streams and sources. Test for accuracy and find solutions to correct data issues
<br>
3. Customer Service: support the sales and marketing team to help explain and understand their operational and financial results. Help dig into and explain potential questions they have on what is driving trends.
<br>
4. Assist controller and team with forecast and annual plan inputs, ensure data consistency
<br>
between data sources, and preparing reports for teams and distribution.
<br>
5. Provide ad-hoc analysis: support the team with various ad-hoc analytical projects to help
<br>
support strong business decision making
<br>
6. Expand the data and analytic toolset: assist the controller in developing tools, reports, and
<br>
systems to provide better information in support of the sales and marketing objectives
<br>
<br>
III. Approximate breakdown of time spent (subject to change)
<br>
40% Sales and Marketing analytical support, training, planning and forecasting
<br>
30% Data validation, data management
<br>
20% Report building and analysis
<br>
10% Ad-hoc analysis
<br>
<br>
IV. Physical Demands/Qualifications
<br>
Able to lift the equivalent of one case of wine/promotional materials.
<br>
<br>
V. Non-Physical Demands/ Qualifications
<br>
1. Technical proficiency: technical background or degree in Finance, Math or IT
<br>
3. Loves working with data &amp; problem solving, comfortable with large datasets and data systems
<br>
4. Has a service heart and is customer service oriented: looking to help the Sales and Marketing team ‘win’ through better data and decision making
<br>
5. Analytics and report building: advanced Excel analytics and report building, presentations with
<br>
PowerPoint/Word. Able to use a wide range of analytical and BI tools such as SQL databases, Qlikview, Hyperion, JDE-Insight to gather data and build analysis and reports
<br>
6. Data management: comfortable working with query tools, data structures
<br>
7. Able to catch mistakes and self-audit, work independently and accurately
<br>
8. Strong communication skills
<br>
10. Basic understanding of finance and accounting
<br>
<br>
V. Additional Skills preferred:
<br>
1. Experience in the CPG or Wine industry
<br>
2. Data Visualization through BI tools (Qlikview, Excel)
<br>
3. Form and report building in Qlikview, Hyperion, JDE/Insight
<br>
4. Basic programming: SQL data extraction, Qlikview programming, Hyperion report and Essbase programming, Excel macros
<br>
<br>
VI. Environmental Conditions
<br>
Working conditions are normal for an office environment.
<br>
<br>
VII. Sustainability Values Statement
<br>
Supports economic sustainability thru key decisions that promote the long term health of the organization. Supports environmental sustainability thru long term production planning that takes care of the land and water resources. Supports social responsibility
thru ongoing commitments to the community and employee population.
<br>
<br>
This position description does not promise or imply that the functions listed are the only duties to be performed or that the position may not change, or be eliminated. Employees are always expected to follow their supervisors’ instructions and to perform the
tasks requested by their supervisors.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Sales Business Analyst
448,Allergan,"<span class=""summary"" id=""job_summary"">The Loyalty/CRM Analyst will be responsible for performing analyses using consumer loyalty data to extract actionable insights for the purpose of designing new targeted promotional campaigns and consumer outreach strategies.
<br>
<br>
<b>Main Areas of Responsibilities
</b><br>
<ul><li>Manages and analyzes consumer loyalty program data to design and improve targeted consumer marketing; analyses may include:
<br>
</br></li><li>Segment consumers based on factors such as demographics, product usage patterns, and other available data (e.g., online behaviors)
<br>
</br></li><li>Segment physician practices based on factors such as size, growth, consumer base demographics, practice type, and product mix
<br>
</br></li><li>Identify overall sales trends and trends at the product, consumer, and practice levels
<br>
</br></li><li>Design targeted promotional campaigns and consumer outreach strategies to drive incremental sales while optimizing cost to Allergan
<br>
</br></li><li>Work directly with Allergan's customers (physician practices) to support them in development of targeted promotional campaigns, with same objectives
<br>
</br></li><li>Monitors efficacy of promotional campaigns and generate reports on key metrics, such as:
<br>
</br></li><li>Coupon redemption rates
<br>
</br></li><li>Email click-through rates
<br>
</br></li><li>Customer satisfaction survey data
<br>
</br></li><li>Incremental sales driven by promotion
<br>
</br></li><li>Overall consumer engagement with different forms of marketing outreach and media (different content, channel, degree of targeting, and consumer type)
<br>
</br></li><li>Analyzes transactions data to detect abnormal sales patterns that are indicative of potentially fraudulent activity
<br>
</br></li><li>Researches competitors' CRM activities and state of the art CRM activities
<br>
</br></li></ul><b><em>Education and Experience
</em></b><br>
<ul><li>Bachelor’s Degree, Master’s Degree preferred in a technical or quantitative discipline
<br>
</br></li><li>Two or more years’ experience in a data analyst or marketing role
<br>
</br></li><li>Previous experience with customer and sales data is preferred
<br>
</br></li></ul><b>Essential Skills and Abilities
</b><br>
<b>Exhibits:
</b><br>
<ul><li>Strong analytical skills and data-driven thinking
<br>
</br></li><li>Strong communication skills, both verbal and written
<br>
</br></li></ul><b>Ability to:
</b><br>
<ul><li>Work within complex multi-faceted organization and a cross-functional environment
<br>
</br></li><li>Manage and prioritize work load, multi-task and manage a diverse mix of issues, responsibilities and challenges
<br>
</br></li></ul><b>Demonstrates:
</b><br>
<ul><li>Analytical expertise while able to articulate concepts and ideas
<br>
</br></li><li>Strong skill in big data analysis and Excel; SQL experience is a plus</li></ul></br></br></br></br></br></br></br></br></span>",Loyalty CRM Sr. Analyst
449,Kaiser Permanente,"<span class=""summary"" id=""job_summary"">Provide quantitative measurement and data analysis expertise for the National Transplant Services. Responsible for implementing established, as well as developing and applying innovative techniques for measuring, analyzing, and reporting on healthcare processes, health outcomes, and health costs.
<br><br>
<b>Essential Functions:</b><br>
<ul>
<li>Independently determines and implements appropriate measurement and analytical methods to achieve specified analytical project or tasks objectives.</li>
<li>Exercises independent professional judgment regarding analysis assumptions and data quality. Identifies and resolves data quality issues, as required.</li>
<li>Communicate with clinical subject matter experts to understand and translate business requests into analytic requirement specifications</li>
<li>Coordinates the work of other project team members to accomplish specified analytical project or task objectives.</li>
<li>Determines the most informative approaches to summarize data using visualization tools (Tableau) and communicate analytical results. Develops, as required, innovative or customized templates and formats.</li>
<li>Implements specified quality assurance procedures to ensure accuracy of project data, results, written reports, and presentation materials.</li>
<li>Designs and creates written reports and presentation materials describing project objectives, methods, data, and results.</li>
<li>Given project or task data requirements, determines the most efficient approach to data collection and validation and works independently to obtain needed data from KP HealthConnect information systems (e.g. Clarity, IDR).</li>
</ul>
Qualifications
<br><br>
<b>Basic Qualifications:</b><br>
Experience
<br><br>
<ul>
<li>N/A</li>
</ul>
Education
<br><br>
<ul>
<li>Master's degree in statistics or another discipline requiring substantial course work in quantitative analysis methods.</li>
</ul>
License, Certification, Registration
<br><br>
<ul>
<li>N/A</li>
</ul>
<b>Additional Requirements:</b><br>
<b>Additional Requirements:</b><br>
<ul>
<li>Experience writing, debugging and documenting complex queries against relational databases</li>
</ul>
using SQL
<br><br>
.
<br><br>
<ul>
<li>Experience performing exploratory data analysis and model development and evaluation using</li>
</ul>
,
<br><br>
R, SAS or some other data analysis package.
<br><br>
<ul>
<li>Ability to effectively communicate complex technical concepts, both verbally and in writing.</li>
<li>Skills in analytical methods including problem and model formulation, algorithm selection, and development of overall solution strategy.</li>
<li>Creativity, critical thinking, and excellent problem-solving skills.</li>
</ul>
<b>Preferred Qualifications:</b><br>
<ul>
<li>Previous work experience in the healthcare industry, especially healthcare analytics or health services research.</li>
<li>Doctoral degree in statistics or another discipline requiring substantial course work in quantitative analysis methods.</li>
<li>Familiarity with Kaiser Permanente healthcare system.</li>
</ul>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Health Data Analyst III-Tableau and SQL experience preferred
450,"Harbor Freight Tools USA, Inc.","<span class=""summary"" id=""job_summary""><p>At Harbor Freight, we deliver the quality tools and affordable prices that hard-working Americans need to build, fix and create. We all work together to help them get the job done and make ends meet. We're also equally committed to doing the right thing and giving back to the communities that we serve.</p><p>Harbor Freight Tools is different, we’re not your typical retailer, we are a large company with a start-up feel that provides a collegial and collaborative environment dedicated to high achievement. We are committed to support and promote people based on their relative contribution, skill set and accomplishments and firmly believe in generous pay for performance compensation and building long-term careers.</p><p>We're a 40 year-old, $4 billion company - on pace to $8 billion in the next few years. We have over 750 stores nationwide and are opening a new one every three days. If your ego is in check, you are an open-minded partner, aren't afraid to get into the weeds to learn and understand our culture and have a desire to join our history making enterprise, then we'd love to talk to you.</p><p>The ETL Developer will be responsible for the scripts and processes required to extract, transform, clean and move data and metadata so they can be loaded into a data warehouse, data mart or operational data store. Reads, analyzies and digestes what the company wants to accomplish with its data, and designs the best possible ETL process around those goals.</p><p><b>Essential Duties and Responsibilities: </b></p><ul><li>Work with business requirements to identify and understand source data systems; provide resolutions to all data issues and coordinate with data analyst to validate all requirements, perform interviews with all users and developers.</li><li>Map source system data to data warehouse tables</li><li>Develop and perform tests and validate all data flows and prepare all ETL processes according to business requirements and incorporate all business requirements into all design specifications.</li><li>Define and capture metadata and rules associated with ETL processes</li><li>Adapt ETL processes to accommodate changes in source systems and new business user requirements</li><li>Collaborate with all developers and business users to gather required data and execute all ETL programs and scripts on systems and implement all data warehouse activities and prepare reports for same.</li><li>Provide support and maintenance on ETL processes and documentation</li><li>Build partnerships across the application, business, and infrastructure teams</li><li>Strive to continuously improve the software delivery processes and practices</li><li>Champion company standards and best practices</li><li>Perform other duties or responsibilities as necessary or assigned.</li></ul><p><b>Education and/or Experience: </b></p><ul><li>Bachelors Degree in Computer Science or equivalent 2 years of experience working with large enterprise class Data Warehouse projects as an ETL Developer or equivalent combination of education and work experience.</li><li>Experience working with Informatica PowerCenter 9.x or higher</li><li>Strong experience and passion for Business Intelligence and Data Warehousing design principles and industry best practices.</li><li>Experience in requirements gathering and creating architectural, detail design documents and mapping documents.</li><li>Experience with many of the transformations of Informatica including complex lookups, stored procedures, update strategy, mapplets, etc.</li><li>Skilled in developing Informatica objects - mappings, sessions, and workflows based on the prepared low level design documents.</li><li>Experience in debugging mappings and identifying errors and error rows so that they can be corrected and re-loaded into a target system.</li><li>Performance tuning of Informatica Mappings, processes, and load routines.</li><li>Experience with Data Integration Web Services, Data Quality, and Data Validation Option.</li><li>Analyze business requirements holistically and as they relate to the ETL process, research, evaluate and recommend alternative solutions.</li><li>Experience automating ETL processes with Informatica PowerCenter.</li><li>Ability to perform relational and multidimensional modeling and schema creation.</li><li>Development of cube dimensions, measure groups, calculations, and any data management code for the partitioning schemes.</li><li>Good understanding of XML and corresponding XSD's.</li><li>Solid experience in database query/performance optimizations.</li><li>Ability to interact with other departments and business users who are not as technical in nature.</li><li>Ability to understand system functionality, process, and architecture at a technical and business level.</li><li>Experience with SQL Server, Oracle or DB2 in the areas of database administration, as well as schema design, database object development, management, optimization, and SQL programming</li><li>Proven communication and presentation skills to effectively communicate information to all levels within the organization, and to interact well in a team environment</li><li>Experience working with and planning projects of medium size or complexity</li></ul><p>Job Type: Full-time</p></span>",ETL Developer
451,"Transition Staffing Group, Inc","<span class=""summary"" id=""job_summary"">If you are a recent college grad looking to get your foot in the door with a great company, this is the job for you!
<br><br>
The Junior Analyst maintains personnel and compensation data to ensure accuracy in reporting and commissions and bonus compensation. Responsible for administration of multiple source databases as well as data auditing and reporting. Should have excellent verbal and written communication skills as well as the ability to liaison with numerous customers internal and external to the department.
<br><br>
1. Responsible for database administration, security, and maintenance of any new-hires and terminations. Present data quality anomalies and problem areas. Accurately codes data from original source and completes statistical analyses as needed.
<br>2. Maintains all compensation documentation. Communicate and troubleshoot with individual departments to resolve any data or compensation discrepancies and payroll errors.
<br>3. Assist Payroll staff with functions as needed; including preparation of final payments, severance agreements and/or check requisitions. Collaborate with other team members to ensure documentation reflects current status of data elements.
<br><br>
Bachelor's degree with a focus in Finance, Accounting or Human Resources preferred.
<br><br>
Proficiency in Word, intermediate Excel, and general Microsoft office products is required.
<br>Strong Follow up, organizational and prioritizing skills.
<br>Ability to keep up with a fast paced environment needed.
<br>Impeccable attention to detail along with good communication skills are required.
<br>Must be dependable, timely, have a positive attitude and a team work ethic.
<br>Ability to manage multiple deadlines.
<br><br>
Prior Commission and Bonus calculation experience for payroll in a multi-state organization is a plus. Knowledge and experience with Crystal Reporting is a plus.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Junior Financial/ Data Analyst
452,Adobe,"<span class=""summary"" id=""job_summary"">The Manager of Web Analytics is responsible for providing customer insights on Adobe’s Creative Cloud business on Adobe.com. The team is responsible for deeper understanding of Adobe’s ability to deliver an optimal customer experience to attract, convert and retain Creative Cloud customers. The team measures all aspects of the web marketing strategy to ensure high conversion, retention and engagement rates on the site. The Manager will be an excellent Adobe Analytics and big data analyst that excels in data storytelling.
<br>
<br>
Responsibilities:
<br>
<ul><li>Analysis
<ul><li>Deliver insight and understanding of visitor and customer behavior on Adobe.com.
</li><li>Synthesize Adobe Analytics and Hadoop data to drive deeper understanding of customer journeys – who is coming to the site and what they are doing
</li><li>Understand key business priorities and marketing goals for Adobe.com; deliver insights to support sales and customer retention goals
</li></ul></li><li>Performance measurement
<ul><li>Identify site requirements to ensure proper tracking of new pages and experiences; work closely with the enablement team to ensure requirements are implemented
</li><li>Set and deliver on web goals and targets to drive improvements to web traffic, conversion, engagement, and retention
</li></ul></li><li>Collaboration
<ul><li>Collaborate with other marketing analytics teams and researchers and contribute to holistic funnel measurement
</li><li>Drive next generation of report automation (Analysis Workspace, Tableau, etc)
</li></ul></li></ul>Strong Analytics Skillset
<br>
<ul><li>Expert with Adobe Analytics analysis and insight generation. Able to prioritize and establish the analytics strategy for the site to deliver actionable insights.
</li><li>Strong analytical and quantitative orientation with advanced SQL knowledge in large, complex data environments.
</li><li>Experienced with Hadoop/big data environments to synthesize and analyze data. Demonstrated ability to tie web data and offline data together effectively
</li><li>Expert at the creation and use of Excel pivot tables to drive analytics. Tableau skills strongly desired.
</li><li>Strong knowledge of online marketing strategies.
</li><li>Ability to knit together Adobe Analytics and customer attribute data to deliver robust insights into customer behavior on Adobe.com.
</li><li>Experience forecasting website traffic/orders desired but not mandatory.
</li><li>Data management and modeling a plus.
</li></ul><br>
Leadership
<br>
<ul><li>Proactive driver of initiatives with an excellent ability to multitask
</li><li>Ability to prioritize across diverse stakeholder needs.
</li><li>Partner with eCommerce, marketing, IT and web strategy teams to develop analytics and insights to acquire and retain customers.
</li><li>Collaborate across functional teams to deliver insights and observations on customers and marketing effectiveness. Strong interpersonal skills are a must.
</li><li>Collaborate with IT and analytics enablement teams to ensure timely capture of analytics data and delivery of insights.
</li></ul><br>
Strong communication and presentation skills:
<br>
<ul><li>Ideal candidate can communicate clearly, concisely, effectively across multiple levels within the organization. They can tell a story from the data including recommendations that impact the business. The ability to transform data into clear PowerPoint based presentations for senior leaders – and explain the story behind the data - is critical for success.
</li></ul>Other:
<br>
</br></br></br></br></br></br></br></br></br></span>","Manager, Web Analytics"
