,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,latitude,longitude,onmousedown,snippet,source,sponsored,state,stations,url
77,Mountain View,Google,US,"Thu, 03 Nov 2016 10:27:15 GMT",False,"Mountain View, CA","Mountain View, CA",30+ days ago,False,1bfcb6ee588bf713,"Reliability Engineer, Consumer Hardware",37.384617,-122.08242,"indeed_clk(this,'1948');","Master’s degree or PhD in Electrical Engineering, Mechanical Engineering or <b>Materials</b> <b>Science</b>. BS degree in Electrical Engineering, Mechanical Engineering or...",Google,False,CA,,http://www.indeed.com/viewjob?jk=1bfcb6ee588bf713&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
78,Irvine,Allergan,US,"Tue, 21 Feb 2017 23:46:32 GMT",False,"Irvine, CA","Irvine, CA 92612",7 days ago,False,b34aa35d85656ff2,Intern,33.674538,-117.85172,"indeed_clk(this,'1948');","Under daily supervision, the candidate will work closely with scientists in the Tissue and <b>Materials</b> <b>Science</b> group to perform screening of novel hyaluronic acid...",Allergan,False,CA,,http://www.indeed.com/viewjob?jk=b34aa35d85656ff2&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
79,Livermore,"FormFactor, Inc.",US,"Wed, 11 Jan 2017 10:58:11 GMT",False,"Livermore, CA","Livermore, CA",30+ days ago,False,77393e8e56a38af5,"Process Engineer, Electroplating",37.68132,-121.76373,"indeed_clk(this,'1948');","In Electrochemistry, Chemical Engineering, <b>Materials</b> <b>Science</b>, or related field required. General familiarity with other standard MEMS unit processes and/or...","FormFactor, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=77393e8e56a38af5&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
80,South San Francisco,Genentech,US,"Thu, 26 Jan 2017 03:00:55 GMT",False,"South San Francisco, CA","South San Francisco, CA",30+ days ago,False,13b5b0b1c0a44c3d,"Engineer II / Sr. Engineer, Device Development",37.653847,-122.40659,"indeed_clk(this,'1948');","B.S, M.S, Ph.D or advanced degree in Engineering, with preference forMechanical Engineering, <b>Materials</b> <b>Science</b> Engineering Electrical Engineering,Chemical...",Genentech,False,CA,,http://www.indeed.com/viewjob?jk=13b5b0b1c0a44c3d&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
81,Hawthorne,SpaceX,US,"Thu, 08 Dec 2016 01:41:50 GMT",False,"Hawthorne, CA","Hawthorne, CA 90250",30+ days ago,False,a7ef3bd821009255,Casting Engineer,33.921432,-118.32665,"indeed_clk(this,'1948');","Bachelor’s degree in metallurgy/metallurgical engineering, mechanical engineering or <b>materials</b> <b>science</b>. Strong knowledge of casting solidification <b>science</b> and...",SpaceX,False,CA,,http://www.indeed.com/viewjob?jk=a7ef3bd821009255&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
82,Hawthorne,SpaceX,US,"Mon, 05 Dec 2016 21:35:48 GMT",False,"Hawthorne, CA","Hawthorne, CA 90250",30+ days ago,False,bd4345bef5911680,Welding Engineer,33.921432,-118.32665,"indeed_clk(this,'1948');","Bachelor’s degree in welding engineering, <b>materials</b> <b>science</b> or mechanical engineering. Knowledgeable with the following <b>materials</b>:....",SpaceX,False,CA,,http://www.indeed.com/viewjob?jk=bd4345bef5911680&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
83,Hawthorne,SpaceX,US,"Thu, 03 Nov 2016 20:47:08 GMT",False,"Hawthorne, CA","Hawthorne, CA 90250",30+ days ago,False,bf03edabafa88171,Supplier Development Engineer - Fasteners,33.921432,-118.32665,"indeed_clk(this,'1948');","Degree in Metallurgical Engineering, <b>Materials</b> <b>Science</b> &amp; Engineering, Mechanical Engineering, Aerospace Engineering....",SpaceX,False,CA,,http://www.indeed.com/viewjob?jk=bf03edabafa88171&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
84,Fremont,Finisar,US,"Wed, 01 Feb 2017 19:27:52 GMT",False,"Fremont, CA","Fremont, CA 94538",27 days ago,False,0e3eb0ec4392d705,OSA Process Engineer,37.462578,-121.92219,"indeed_clk(this,'1948');","Process <b>materials</b> characterization and selection. BS or higher education degree in chemical engineering, <b>materials</b> <b>science</b>/engineering, mechanical engineering...",Finisar,False,CA,,http://www.indeed.com/viewjob?jk=0e3eb0ec4392d705&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
85,San Jose,Kilopass Technology,US,"Sat, 18 Feb 2017 02:21:45 GMT",False,"San Jose, CA","San Jose, CA",11 days ago,False,7f1049d23a1d71d5,Principal Semiconductor Process Engineer,37.337914,-121.89011,"indeed_clk(this,'1948');","MSEE (Ph.D preferred) in EE, Phys, or <b>Materials</b> <b>Science</b>. A senior Unit Process Engineer who will be responsible for working with semiconductor Foundry partners...",Kilopass Technology,False,CA,,http://www.indeed.com/viewjob?jk=7f1049d23a1d71d5&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
86,Stanford,Stanford University,US,"Tue, 20 Dec 2016 21:52:00 GMT",False,"Stanford, CA","Stanford, CA 94305",30+ days ago,False,a5377efd2cd523ba,Administrative Associate,37.428974,-122.17601,"indeed_clk(this,'1948');","Physics, and <b>Materials</b> <b>Science</b> and Engineering. Of Research, Geballe Laboratory for Advanced <b>Materials</b> (GLAM)....",Stanford University,False,CA,,http://www.indeed.com/viewjob?jk=a5377efd2cd523ba&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
87,Carlsbad,"Ostendo Technologies, Inc.",US,"Wed, 14 Dec 2016 22:47:43 GMT",False,"Carlsbad, CA","Carlsbad, CA 92011",30+ days ago,False,2bd312d374bcfaf5,Semiconductor Process Engineer – CMP Focus,33.1197,-117.31931,"indeed_clk(this,'1948');","Minimum of Bachelor’s Degree in <b>Materials</b> <b>Science</b>,. <b>Materials</b> processed at semiconductor lab. CA)....","Ostendo Technologies, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=2bd312d374bcfaf5&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
88,Hayward,Proteus Digital Health,US,"Thu, 16 Feb 2017 04:09:58 GMT",False,"Hayward, CA","Hayward, CA",13 days ago,False,05269f1c000b99ba,Scientist-Formulation & Process Development,37.667583,-122.07692,"indeed_clk(this,'1948');","Bachelors or Masters Degree in technical field (Pharmaceutics, Engineering, <b>Materials</b> <b>Science</b>) preferred....",Proteus Digital Health,False,CA,,http://www.indeed.com/viewjob?jk=05269f1c000b99ba&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
89,Corning,Corning,US,"Wed, 15 Feb 2017 09:36:57 GMT",False,"Corning, CA","Corning, CA",13 days ago,False,6a61ec80ad6ae2d6,Opto-Electronics Scientist,39.925823,-122.17583,"indeed_clk(this,'1948');","PhD in Physics, <b>Materials</b> <b>Science</b> or Engineering. Deep understanding of physics and <b>materials</b>. Corning succeeds through sustained investment in R&amp;D, more than...",Corning,False,CA,,http://www.indeed.com/viewjob?jk=6a61ec80ad6ae2d6&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
90,Santa Rosa,Keysight Technologies,US,"Fri, 03 Feb 2017 01:07:35 GMT",False,"Santa Rosa, CA","Santa Rosa, CA",26 days ago,False,a2f1d65f3b3a702c,Process Engineering Intern,38.43956,-122.71429,"indeed_clk(this,'1948');","Mechanics of <b>Materials</b> and Thermal Analysis. Background in Mechanical Engineering, Manufacturing Engineering, Software Engineering, <b>Materials</b> <b>Science</b> or other...",Keysight Technologies,False,CA,,http://www.indeed.com/viewjob?jk=a2f1d65f3b3a702c&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
91,Santa Clara,Corning,US,"Wed, 22 Feb 2017 09:04:36 GMT",False,"Santa Clara, CA","Santa Clara, CA",6 days ago,False,4de307055ead0899,Integration Scale-Up Engineer,37.35165,-121.95055,"indeed_clk(this,'1948');","Corning succeeds through sustained investment in R&amp;D, more than 160 years of <b>materials</b> <b>science</b> and process engineering knowledge, and a distinctive...",Corning,False,CA,,http://www.indeed.com/viewjob?jk=4de307055ead0899&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
92,San Diego,"Illumina, Inc.",US,"Wed, 22 Feb 2017 23:53:54 GMT",False,"San Diego, CA","San Diego, CA",6 days ago,False,bdec467fd2008b48,Sr Engineer - Sustaining Process Development,32.714287,-117.15385,"indeed_clk(this,'1948');","B.S./M.S./ PhD in Chemical Engineering, Biochemical Engineering, Bioengineering, Biotechnical Engineering, Bioinformatics or MS/PhD in <b>Materials</b> <b>Science</b> or...","Illumina, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=bdec467fd2008b48&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
93,Menlo Park,Exponent,US,"Tue, 31 Jan 2017 02:15:21 GMT",False,"Menlo Park, CA","Menlo Park, CA 94025",29 days ago,False,e753211be4b839f5,Engineer/Sr. Engineer,37.481052,-122.17387,"indeed_clk(this,'1948');",In <b>Materials</b> <b>Science</b> and Engineering or Metallurgy/Metallurgical Engineering and familiarity with Mechanical Engineering and/or Electrical Engineering....,Exponent,False,CA,,http://www.indeed.com/viewjob?jk=e753211be4b839f5&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
94,Fremont,NeoPhotonics,US,"Sat, 31 Dec 2016 06:59:57 GMT",False,"Fremont, CA","Fremont, CA 94538",30+ days ago,False,e5528b0958f7d4d1,Wafer Process Engineer,37.515755,-121.98398,"indeed_clk(this,'1948');","The successful candidate will have a MS/PhD degree in electrical engineering, physics, <b>materials</b> <b>science</b> or equivalent. Wafer Process Engineer....",NeoPhotonics,False,CA,,http://www.indeed.com/viewjob?jk=e5528b0958f7d4d1&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
95,San Diego,Orbital ATK,US,"Wed, 15 Feb 2017 02:25:02 GMT",False,"San Diego, CA","San Diego, CA",14 days ago,False,2e37c533411db41a,Principal Structure Test Engineer,32.714287,-117.15385,"indeed_clk(this,'1948');","Possesses strong interest in space composite <b>materials</b> <b>science</b>. Course work and familiarity with the behavior of space composite <b>materials</b>, adhesives and...",Orbital ATK,False,CA,,http://www.indeed.com/viewjob?jk=2e37c533411db41a&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
96,Folsom,Intel,US,"Sat, 11 Feb 2017 11:14:06 GMT",False,"Folsom, CA","Folsom, CA 95630",17 days ago,False,65240015842c6db9,NAND product QRE,38.645115,-121.165764,"indeed_clk(this,'1948');","Degree in Electrical Engineering, Computer Engineering, Information Systems Engineering, <b>Materials</b> <b>Science</b>, Physics or Information Systems....",Intel,False,CA,,http://www.indeed.com/viewjob?jk=65240015842c6db9&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
97,Sylmar,St. Jude Medical,US,"Sat, 25 Feb 2017 02:52:05 GMT",False,"Sylmar, CA","Sylmar, CA",4 days ago,False,b3ea564a08cfee39,Sr. Development Quality Engineer,34.307693,-118.44505,"indeed_clk(this,'1948');","Four year degree in a technical field, preferably mechanical, chemical, biomedical, industrial, <b>materials</b> <b>science</b>, biochemistry, chemistry, physics or...",St. Jude Medical,False,CA,,http://www.indeed.com/viewjob?jk=b3ea564a08cfee39&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
98,Sunnyvale,St. Jude Medical,US,"Wed, 08 Feb 2017 13:56:15 GMT",False,"Sunnyvale, CA","Sunnyvale, CA",20 days ago,False,30f25479e4bdae8d,"Sr. Principal Engineer, Mechanical, Product Development",37.368134,-122.03297,"indeed_clk(this,'1948');","<b>Materials</b> <b>science</b>, biochemistry, chemistry, physics or management. St....",St. Jude Medical,False,CA,,http://www.indeed.com/viewjob?jk=30f25479e4bdae8d&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
99,Sunnyvale,St. Jude Medical,US,"Wed, 08 Feb 2017 13:55:30 GMT",False,"Sunnyvale, CA","Sunnyvale, CA",20 days ago,False,c33c44dcee1dc1e2,"Engineer Sr., Product Development",37.368134,-122.03297,"indeed_clk(this,'1948');","<b>Materials</b> <b>science</b>, biochemistry, chemistry, physics or management. St....",St. Jude Medical,False,CA,,http://www.indeed.com/viewjob?jk=c33c44dcee1dc1e2&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbt0a52dalk
100,Mountain View,Google,US,"Mon, 13 Feb 2017 09:34:54 GMT",False,"Mountain View, CA","Mountain View, CA",15 days ago,False,ccf028e4598804e9,"Haptics Hardware Engineer, Consumer Hardware",37.384617,-122.08242,"indeed_clk(this,'2203');","Master's degree in Electrical Engineering, Physics, Computer Engineering, <b>Materials</b> <b>Science</b> or related field or equivalent practical experience....",Google,False,CA,,http://www.indeed.com/viewjob?jk=ccf028e4598804e9&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
101,Mountain View,Google,US,"Mon, 13 Feb 2017 09:34:51 GMT",False,"Mountain View, CA","Mountain View, CA",15 days ago,False,13c1c7fee8a10704,"Touch Sensor Engineer, Consumer Hardware",37.384617,-122.08242,"indeed_clk(this,'2203');","BA/BS degree in Electrical Engineering, Physics, Computer Engineering, <b>Materials</b> <b>Science</b> or related field or equivalent practical experience....",Google,False,CA,,http://www.indeed.com/viewjob?jk=13c1c7fee8a10704&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
102,Mountain View,Google,US,"Sun, 12 Feb 2017 09:28:34 GMT",False,"Mountain View, CA","Mountain View, CA",16 days ago,False,3791f2d45826ed33,"Fingerprint Sensor Engineer, Consumer Hardware",37.384617,-122.08242,"indeed_clk(this,'2203');","Master's degree in Electrical Engineering, Physics, Computer Engineering, <b>Materials</b> <b>Science</b> or related field or equivalent practical experience....",Google,False,CA,,http://www.indeed.com/viewjob?jk=3791f2d45826ed33&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
103,Sunnyvale,Thermo Fisher Scientific,US,"Fri, 24 Feb 2017 11:19:33 GMT",False,"Sunnyvale, CA","Sunnyvale, CA 94086",4 days ago,False,79433a9a5f159cf7,R& D Chemist - Organic Synthesis,37.376373,-122.01649,"indeed_clk(this,'2203');",Ability to produce and present original technical communication <b>materials</b> for internal and external audiences....,Thermo Fisher Scientific,False,CA,,http://www.indeed.com/viewjob?jk=79433a9a5f159cf7&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
104,Santa Clara,Intel,US,"Thu, 19 Jan 2017 05:23:17 GMT",False,"Santa Clara, CA","Santa Clara, CA 95052",30+ days ago,False,3d8f03c73f45c7ac,Packaging Lead,37.354397,-121.95055,"indeed_clk(this,'2203');","Must have a BS, MS or PhD in Mechanical, Electrical or Chemical Engineering, <b>Materials</b> <b>Science</b> or similar technical discipline....",Intel,False,CA,,http://www.indeed.com/viewjob?jk=3d8f03c73f45c7ac&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
105,Hawthorne,SpaceX,US,"Wed, 08 Feb 2017 05:50:07 GMT",False,"Hawthorne, CA","Hawthorne, CA 90250",21 days ago,False,e982e27dd6e34705,Corrosion Engineer,33.921432,-118.32665,"indeed_clk(this,'2203');","Master's or doctorate degree in <b>materials</b> <b>science</b> with focus on corrosion. Bachelor’s degree in material <b>science</b>, metallurgy or corrosion engineering....",SpaceX,False,CA,,http://www.indeed.com/viewjob?jk=e982e27dd6e34705&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
106,Merced,University of California Merced,US,"Fri, 17 Feb 2017 11:17:57 GMT",False,"Merced, CA","Merced, CA",11 days ago,False,54194dc154b736cd,Postdoctoral Scholar- Mechanical Engineering or Materials Engineering,37.29945,-120.47802,"indeed_clk(this,'2203');","Applicants must have obtained a PhD in mechanical engineering <b>materials</b> <b>science</b>, physics, chemistry or a related field....",University of California Merced,False,CA,,http://www.indeed.com/viewjob?jk=54194dc154b736cd&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
107,Fremont,Soraa Laser,US,"Sat, 11 Feb 2017 07:47:30 GMT",False,"Fremont, CA","Fremont, CA 94555",17 days ago,True,7cbab40effc2cefa,Sr. Process Engineer,37.574177,-122.04395,"indeed_clk(this,'2203');","MS or PhD in <b>Materials</b> <b>Science</b>, Chemistry, Chemical Engineering, Electrical Engineering, Applied Physics, Mechanical Engineering or other relevant Physical...",Soraa Laser,False,CA,,http://www.indeed.com/viewjob?jk=7cbab40effc2cefa&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
108,Sunnyvale,Corning,US,"Thu, 23 Feb 2017 09:00:30 GMT",False,"Sunnyvale, CA","Sunnyvale, CA",5 days ago,False,13e1dbcbc0ecdef4,Executive Assistant,37.368134,-122.03297,"indeed_clk(this,'2203');","Corning succeeds through sustained investment in R&amp;D, more than 160 years of <b>materials</b> <b>science</b> and process engineering knowledge, and a distinctive...",Corning,False,CA,,http://www.indeed.com/viewjob?jk=13e1dbcbc0ecdef4&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
109,San Jose,Cobham Advanced Electronic Solutions,US,"Fri, 24 Feb 2017 00:27:14 GMT",False,"San Jose, CA","San Jose, CA",5 days ago,False,9915ccc15b73c386,Quality Engineer,37.337914,-121.89011,"indeed_clk(this,'2203');","Degree in Industrial Technology or Industrial Engineering, Electrical Engineering, Mechanical Engineering, <b>Materials</b> <b>Science</b>, Aerospace/Defense, Electronics or...",Cobham Advanced Electronic Solutions,False,CA,,http://www.indeed.com/viewjob?jk=9915ccc15b73c386&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
110,Malibu,"HRL Laboratories, LLC",US,"Wed, 25 Jan 2017 19:01:54 GMT",False,"Malibu, CA","Malibu, CA 90265",30+ days ago,False,c5fc922940c151f3,Intern - Electromechanical Design & Test,34.043625,-118.695816,"indeed_clk(this,'2203');","Graduate student in Electrical Engineering, Mechanical Engineering, <b>Materials</b> <b>Science</b>, Physics or related discipline....","HRL Laboratories, LLC",False,CA,,http://www.indeed.com/viewjob?jk=c5fc922940c151f3&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
111,Palo Alto,"Wilson, Sonsini, Goodrich & Rosati",US,"Tue, 29 Nov 2016 23:12:49 GMT",False,"Palo Alto, CA","Palo Alto, CA",30+ days ago,False,918cbeb4bdb5b81c,Associate,37.43956,-122.14286,"indeed_clk(this,'2203');","Engineering (e.g., mechanical, electrical, chemical, <b>materials</b> <b>science</b>, etc.), computer <b>science</b>, physics, optics, or biophysics....","Wilson, Sonsini, Goodrich & Rosati",False,CA,,http://www.indeed.com/viewjob?jk=918cbeb4bdb5b81c&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
112,Fremont,FEI Company,US,"Tue, 14 Feb 2017 21:10:43 GMT",False,"Fremont, CA","Fremont, CA",14 days ago,False,9e0974c4de03a4f3,Buyer Customer Service,37.546703,-121.98351,"indeed_clk(this,'2203');","Combining hardware and software expertise in electron, ion, and light microscopy with deep application knowledge in the <b>materials</b> <b>science</b>, life sci­ences,...",FEI Company,False,CA,,http://www.indeed.com/viewjob?jk=9e0974c4de03a4f3&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQXV8vjaKiiPhXbv1FExwMmcep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kc4uav0hc1k
